name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Rhodococcus biphenylivorans	1500843	species	10112916	1	1	0.0
Prochlorococcus sp. MIT 0801	1501269	species	1929203	2	0	0.0
Effusibacillus	1502725	genus	0	1	0	0.0
Burkholderia stagnalis	1503054	species	7583807	2	0	0.0
Erysipelatoclostridium	1505663	genus	3247604	1	0	0.0
Thermotoga caldifontis	1508419	species	2014912	4	0	0.0
Thermotoga profunda	1508420	species	2187612	4	0	0.0
Sphingopyxis fribergensis	1515612	species	5202172	2	1	0.0
Sphingomonas sp. HMP6	1517551	species	3637071	5	4	0.0
Sphingomonas sp. HMP9	1517554	species	4003418	111	99	0.0
Dehalococcoides sp. UCH007	1522671	species	1473548	1	0	0.0
Streptomyces sp. ADI95-16	1522758	species	9086421	1	0	0.0
Sphingomonas sp. AAP5	1523415	species	4382271	27	24	0.0
Microbacterium endophyticum	1526412	species	2916114	1	1	0.0
Lacimicrobium alkaliphilum	1526571	species	4378835	2	0	0.0
Bosea vaviloviae	1526658	species	6713548	1	1	0.0
Acinetobacter seifertii	1530123	species	106138305	1	0	0.0
Qipengyuania sediminis	1532023	species	2416000	1	1	0.0
Brevundimonas sp. DS20	1532555	species	3475610	5	1	0.0
Mycolicibacterium sarraceniae	1534348	species	4828255	1	1	0.0
Candida	1535326	genus	14618422	117	0	0.0
Streptomyces lunaelactis	1535768	species	8570191	1	1	0.0
Janthinobacterium sp. HH102	1537274	species	6675654	1	0	0.0
Malasseziomycetes	1538075	class	0	104	0	0.0
Rhizobium acidisoli	1538158	species	7497685	1	0	0.0
Sphingobacterium sp. ML3W	1538644	species	5329010	2	2	0.0
Kribbella qitaiheensis	1544730	species	8156807	1	1	0.0
Paracoccus sanguinis	1545044	species	3373772	2	1	0.0
Marinitoga sp. 1137	1545835	species	2290181	17	0	0.0
Arachnia rubra	1547448	species	3316958	1	0	0.0
Sphingomonas taxi	1549858	species	4061902	119	113	0.0
Bradyrhizobium vignae	1549949	species	8156021	2	1	0.0
Blastomonas fulva	1550728	species	4123210	2	0	0.0
Mycobacterium grossiae	1552759	species	5681602	5	2	0.0
Sphingomonas panacis	1560345	species	5322941	17	16	0.0
Streptomyces sp. CCM_MD2014	1561022	species	8274043	1	0	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	11	9	0.0
Rhodococcus sp. B7740	1564114	species	5341557	1	1	0.0
Rhizobium sp. ACO-34A	1571470	species	6284736	3	2	0.0
Pseudomonas sp. R84	1573712	species	6601805	3	3	0.0
Pseudomonas sp. S49	1573720	species	6659551	2	2	0.0
Nitrosopumilus adriaticus	1580092	species	1803090	38	38	0.0
Phaeobacter piscinae	1580596	species	29607336	1	1	0.0
Myroides sp. A21	1583100	species	4155464	1	0	0.0
Sphingobium phenoxybenzoativorans	1592790	species	4828758	2	1	0.0
Massilia sp. YMA4	1593482	species	6328781	3	3	0.0
Leuconostoc gelidum subsp. gelidum	1607839	subspecies	1817679	1	0	0.0
Candidatus Filomicrobium marinum	1608628	species	7939883	2	0	0.0
Euzebya sp. DY32-46	1608957	species	6371455	1	1	0.0
Novosphingobium sp. P6W	1609758	species	6606532	4	3	0.0
Confluentimicrobium sp. EMB200-NS6	1609966	species	4147426	3	0	0.0
Sphingomonas hengshuiensis	1609977	species	5228389	9	9	0.0
Pseudomonas sp. MRSN12121	1611770	species	6986763	1	1	0.0
Actinoalloteichus sp. GBA129-24	1612551	species	7275385	1	0	0.0
Actinoalloteichus fjordicus	1612552	species	7120854	1	0	0.0
Geminocystis sp. NIES-3708	1615909	species	4042078	370	0	0.0
Geminocystis sp. NIES-3709	1617448	species	4426059	370	0	0.0
Granulicella sp. 5B5	1617967	species	3928701	1	1	0.0
Cnuibacter physcomitrellae	1619308	species	4351649	7	4	0.0
Erwinia gerundensis	1619313	species	8915690	1	1	0.0
Pseudomonas kribbensis	1628086	species	6324282	1	1	0.0
Citromicrobium sp. JL477	1634516	species	3258499	3	2	0.0
Anoxybacillus sp. PDR2	1636720	species	3791144	6	0	0.0
Burkholderia sp. MSMB0856	1637869	species	7249502	1	0	0.0
Halomicronema hongdechloris C2206	1641165	strain	5577845	1	0	0.0
Pseudonocardia sp. HH130629-09	1641402	species	6300975	4	2	0.0
Microcystis aeruginosa NIES-2549	1641812	strain	4301200	6	0	0.0
Streptomyces alfalfae	1642299	species	17482476	2	1	0.0
Nocardioides ungokensis	1643322	species	4624782	11	7	0.0
Pseudothermotoga	1643951	genus	2668931	4	0	0.0
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	species	6453540	1	1	0.0
Anabaena sp. WA102	1647413	species	5782034	345	8	0.0
Streptomyces sp. CFMR 7	1649184	species	8307279	3	1	0.0
Planctopirus	1649480	genus	5460085	4	0	0.0
Rhodococcus sp. PBTS 1	1653478	species	4251687	1	1	0.0
Arsenicicoccus sp. oral taxon 190	1658671	species	3525271	3	2	0.0
Streptomyces sp. Tue 6075	1661694	species	7931832	1	1	0.0
Cytobacillus ciccensis	1670641	species	5207802	11	10	0.0
Egibacter rhizosphaerae	1670831	species	4637169	1	0	0.0
Rathayibacter tanaceti	1671680	species	3214120	2	2	0.0
Marinobacter sp. CP1	1671721	species	4768422	1	1	0.0
Massilia sp. NR 4-1	1678028	species	6361416	2	2	0.0
Caulobacter flavus	1679497	species	5659202	3	0	0.0
Chryseobacterium glaciei	1685010	species	4871648	1	1	0.0
Pseudonocardia sp. EC080610-09	1688404	species	7131853	1	0	0.0
Phycicoccus endophyticus	1690220	species	3239226	1	1	0.0
Microbacterium sp. CGR1	1696072	species	3634864	4	0	0.0
Bordetella sp. H567	1697043	species	5532470	2	2	0.0
Microcystis aeruginosa NIES-2481	1698524	strain	4440545	6	0	0.0
Psychrobacter sp. P11G5	1699624	species	3519144	1	0	0.0
Aureimonas populi	1701758	species	3822311	1	1	0.0
Kocuria sp. BT304	1702043	species	2763150	2	1	0.0
Rhizobium sp. N324	1703969	species	6972593	1	1	0.0
Massilia sp. WG5	1707785	species	6216151	15	14	0.0
Thermoanaerosceptrum fracticalcis	1712410	species	3805411	457	1	0.0
Microbacterium sp. No. 7	1714373	species	4827965	1	1	0.0
Diaphorobacter ruginosibacter	1715720	species	5167372	1	0	0.0
Mycobacterium vicinigordonae	1719132	species	6266765	2	1	0.0
Acetilactobacillus jinshanensis	1720083	species	1616430	1	1	0.0
Streptomyces sp. CdTB01	1725411	species	10191567	1	0	0.0
Pedobacter sp. PACM 27299	1727164	species	6147290	9	5	0.0
Algibacter alginicilyticus	1736674	species	3994770	1	1	0.0
Burkholderia sp. Bp5365	1740162	species	7287809	2	0	0.0
Catenovulum sediminis	1740262	species	4868003	1	0	0.0
Marinobacter sp. LQ44	1749259	species	4435564	6	5	0.0
Fischerella sp. NIES-3754	1752063	species	5826863	672	0	0.0
Leptolyngbya sp. NIES-3755	1752064	species	6761657	1	0	0.0
Elizabethkingia bruuniana	1756149	species	9065535	1	0	0.0
Achromobacter sp. AONIH1	1758194	species	6648943	2	1	0.0
Serinicoccus hydrothermalis	1758689	species	3597394	1	1	0.0
cyanobacterium endosymbiont of Rhopalodia gibberula	1763363	species	3020309	623	0	0.0
Hydrogenophaga crassostreae	1763535	species	4944132	1	1	0.0
Azospira sp. I09	1765049	species	4167394	1	1	0.0
Paucibacter sp. KCTC 42545	1768242	species	5169161	1	1	0.0
Methylobacterium indicum	1775910	species	7052747	6	1	0.0
Mesorhizobium jarvisii	1777867	species	7201057	1	0	0.0
Campylobacter geochelonis	1780362	species	2167961	59	56	0.0
Streptomyces qaidamensis	1783515	species	9083372	1	1	0.0
Leucobacter triazinivorans	1784719	species	3478815	1	1	0.0
Pseudomonas versuta	1788301	species	5149788	2	1	0.0
Bosea sp. PAMC 26642	1792307	species	5510355	1	0	0.0
Thermodesulfobium acidiphilum	1794699	species	1774794	3	0	0.0
Burkholderia sp. PAMC 26561	1795043	species	9055344	15	8	0.0
Microbacterium sp. PAMC 28756	1795053	species	3539061	2	1	0.0
Frondihabitans sp. PAMC 28766	1795630	species	4766863	23	22	0.0
Variovorax sp. PAMC 28711	1795631	species	4316152	3	3	0.0
Burkholderia sp. PAMC 28687	1795874	species	6881273	15	8	0.0
Candidatus Fokinia solitaria	1802984	species	837348	3	0	0.0
Nocardioides baekrokdamisoli	1804624	species	2965302	1	0	0.0
Amycolatopsis albispora	1804986	species	9121443	1	1	0.0
Arthrobacter sp. ZXY-2	1806905	species	5058708	3	0	0.0
Rhodococcus sp. BH4	1807790	species	7019149	1	1	0.0
Streptomyces sp. fd1-xmd	1812480	species	7929999	1	1	0.0
Panacibacter ginsenosidivorans	1813871	species	5528026	2	2	0.0
Sphingomonas panacisoli	1813879	species	3403025	6	5	0.0
Tetrasphaera sp. HKS02	1813880	species	3482451	2	2	0.0
Streptomyces sp. VN1	1821625	species	8341703	1	0	0.0
Neorhizobium sp. NCHU2750	1825976	species	6351242	6	6	0.0
Brevundimonas sp. GW460-12-10-14-LB2	1827469	species	3263775	3	1	0.0
Streptomyces nigra	1827580	species	7641029	2	0	0.0
Streptomyces sp. S8	1837283	species	7601864	1	0	0.0
Yersinia sp. FDAARGOS_228	1839800	species	4963041	1	0	0.0
Acidovorax sp. RAC01	1842533	species	4574859	2	2	0.0
Sinorhizobium sp. RAC02	1842534	species	6626583	3	3	0.0
Blastomonas sp. RAC04	1842535	species	4403499	3	1	0.0
Agrobacterium sp. RAC06	1842536	species	4964647	3	3	0.0
Hydrogenophaga sp. RAC07	1842537	species	4674684	2	2	0.0
Bosea sp. RAC05	1842539	species	5620120	2	2	0.0
Rhodoferax koreense	1842727	species	5895641	7	6	0.0
Sphingobium sp. RAC03	1843368	species	4369746	2	2	0.0
Arthrobacter sp. U41	1849032	species	4792631	2	1	0.0
Streptomyces sp. SAT1	1849967	species	7472530	1	1	0.0
Hymenobacter nivis	1850093	species	5027597	18	16	0.0
Rhizorhabdus dicambivorans	1850238	species	5541299	5	3	0.0
Urechidicola croceus	1850246	species	3426122	1	1	0.0
Ancylobacter sp. TS-1	1850374	species	3963437	2	2	0.0
Arachidicoccus sp. BS20	1850526	species	3492500	1	1	0.0
Streptomyces sp. 11-1-2	1851167	species	11655206	1	1	0.0
Cyanobium sp. NIES-981	1851505	species	3021545	1	0	0.0
Ezakiella massiliensis	1852374	species	1741785	2	1	0.0
Sphingopyxis sp. MG	1866325	species	4222860	3	1	0.0
Mycolicibacterium	1866885	genus	7345427	1	0	0.0
Nostoc sp. CENA543	1869241	species	7207640	15	15	0.0
Anaerococcus mediterraneensis	1870984	species	2080215	1	1	0.0
Clavibacter michiganensis subsp. capsici	1874630	subspecies	9623860	33	2	0.0
Pseudomonas sp. TMW 2.1634	1886807	species	5666948	1	0	0.0
Synechococcales	1890424	order	3311113	996	0	0.0
Synechococcaceae	1890426	family	2879808	27	0	0.0
Merismopediaceae	1890428	family	3570073	4	0	0.0
Acaryochloridaceae	1890429	family	8361599	45	0	0.0
Pseudanabaenaceae	1890436	family	0	25	0	0.0
Leptolyngbyaceae	1890438	family	6946868	9	0	0.0
Microcystaceae	1890449	family	5158038	16	0	0.0
Aphanothecaceae	1890450	family	4916521	235	0	0.0
Chroococcaceae	1890464	family	0	144	0	0.0
Dermocarpellaceae	1890498	family	5544990	6	0	0.0
Hyellaceae	1890500	family	0	1	0	0.0
Chroococcidiopsidaceae	1890528	family	6689401	559	0	0.0
Pandoraea fibrosis	1891094	species	11184129	2	1	0.0
Epidermidibacterium keratini	1891644	species	4018808	1	1	0.0
Cyanothecaceae	1892249	family	0	2	0	0.0
Coleofasciculaceae	1892251	family	0	56	0	0.0
Microcoleaceae	1892252	family	7750108	296	0	0.0
Oscillatoriaceae	1892254	family	8595060	56	0	0.0
Gomontiellaceae	1892255	family	5620407	7	0	0.0
Aphanizomenonaceae	1892259	family	4630420	2052	0	0.0
Hapalosiphonaceae	1892263	family	0	2	0	0.0
Sphingosinicella sp. BN140058	1892855	species	6077080	5	4	0.0
Porphyrobacter sp. LM 6	1896196	species	2979257	1	0	0.0
Amycolatopsis sp. AA4	1896961	species	9172799	2	1	0.0
Halomonas aestuarii	1897729	species	3543891	1	1	0.0
Brachybacterium sp. P6-10-X1	1903186	species	4385603	1	1	0.0
Morganellaceae	1903414	family	12761885	6	0	0.0
Streptomyces fodineus	1904616	species	9698948	1	1	0.0
Pectobacterium parmentieri	1905730	species	5063892	1	1	0.0
Curtobacterium sp. BH-2-1-1	1905847	species	3795948	20	17	0.0
Microbacterium sp. JZ31	1906274	species	3194418	3	1	0.0
Microbacterium sp. BH-3-3-3	1906742	species	3508491	1	1	0.0
Salinivibrio kushneri	1908198	species	3443290	1	1	0.0
Nonomuraea sp. ATCC 55076	1909395	species	13047416	2	2	0.0
Tessaracoccus sp. T2.5-30	1909732	species	3212699	1	0	0.0
Micromonospora terminaliae	1914461	species	6742112	1	0	0.0
Sphingopyxis sp. FD7	1914525	species	3938226	1	1	0.0
Dolichospermum sp. UHCC 0315A	1914871	species	5642022	323	0	0.0
Microbacterium sp. 1.5R	1916917	species	3620317	4	1	0.0
Synechococcus lividus PCC 6715	1917166	strain	2659739	54	0	0.0
Delftia sp. HK171	1920191	species	6430384	1	1	0.0
Thermothelomyces	1920207	genus	38744216	1	0	0.0
Tardibacter chloracetimidivorans	1921510	species	3787976	3	3	0.0
Rhodococcus sp. M8	1925550	species	6279546	1	0	0.0
Acidovorax monticola	1926868	species	4679990	2	1	0.0
Streptomyces solisilvae	1929477	species	11639536	1	1	0.0
Pseudomonas sp. CC6-YY-74	1930532	species	5040792	1	0	0.0
Bartonella sp. Raccoon60	1933912	species	1615700	7	0	0.0
Leucobacter muris	1935379	species	3211982	1	1	0.0
Brevundimonas sp. LM2	1938605	species	3564519	6	3	0.0
Janthinobacterium sp. LM6	1938606	species	6288464	1	0	0.0
Sphingomonas sp. LM7	1938607	species	4155514	5	3	0.0
Calothrix sp. NIES-2098	1954171	species	8878628	17	0	0.0
Sphingomonas sp. NIC1	1961362	species	3660563	27	13	0.0
Microcystis sp. MC19	1967666	species	5020243	9	0	0.0
Acidibrevibacterium fodinaquatile	1969806	species	4037611	1	1	0.0
Halomonas sp. GT	1971364	species	4158464	2	2	0.0
Streptomyces ficellus	1977088	species	7078240	3	1	0.0
Cryobacterium sp. LW097	1978566	species	3959889	2	1	0.0
Corynebacterium kefirresidentii	1979527	species	2523206	1	1	0.0
Cellulosimicrobium sp. TH-20	1980001	species	4265546	1	1	0.0
Rhizobium sp. NXC14	1981173	species	6686318	1	0	0.0
Parolsenella catena	2003188	species	1796691	2	0	0.0
Cellulomonas sp. PSBB021	2003551	species	3794193	1	1	0.0
Acinetobacter sp. WCHA45	2004644	species	3092259	1	0	0.0
Legionella endosymbiont of Polyplax serrata	2005262	species	529746	1	0	0.0
Calothrix sp. NIES-3974	2005462	species	5985875	196	7	0.0
Thermosynechococcus vulcanus NIES-2134	2005468	strain	2571271	51	0	0.0
Calothrix sp. NIES-4071	2005469	species	12049274	1	0	0.0
Streptomyces sp. S063	2005885	species	7614683	1	0	0.0
Luteimonas chenhongjianii	2006110	species	3351776	1	1	0.0
Sterolibacteriaceae	2008793	family	3802648	2	0	0.0
Zoogloeaceae	2008794	family	3711792	1	0	0.0
Caulobacter rhizosphaerae	2010972	species	5963910	6	4	0.0
Herbaspirillum robiniae	2014887	species	5445269	2	2	0.0
Thermosynechococcus elongatus PKUAC-SCTE542	2016101	strain	2650294	24	0	0.0
Nocardioides sp. S5	2017486	species	4749522	17	17	0.0
Kitasatospora sp. MMS16-BH015	2018025	species	8963858	1	0	0.0
Roseomonas sp. FDAARGOS_362	2018065	species	5174209	1	0	0.0
Shewanella bicestrii	2018305	species	5004414	2	1	0.0
Rhizobium sp. Kim5	2020311	species	6817255	1	0	0.0
Rhizobium sp. CIAT894	2020312	species	6657947	1	1	0.0
Koinonema	2023214	genus	0	12	0	0.0
Porphyrobacter sp. HT-58-2	2023229	species	3279145	1	0	0.0
Agrobacterium phage Atu_ph07	2024264	leaf	490380	1	1	0.0
Parasphingopyxis algicola	2026624	species	3669801	1	1	0.0
Mucilaginibacter rubeus	2027860	species	53957286	12	0	0.0
Actinoplanes sp. SE50	2033844	species	9239482	13	0	0.0
Kaistella flava (ex Peng et al. 2021)	2038776	species	3716699	12	1	0.0
Massilia violaceinigra	2045208	species	7530059	7	5	0.0
Nocardioides houyundeii	2045452	species	3840802	2	1	0.0
Rhizobium sp. NXC24	2048897	species	7302537	1	0	0.0
Microbacterium sp. Y-01	2048898	species	3820457	3	2	0.0
Mycobacterium sp. PYR15	2051552	species	6037017	2	2	0.0
Rubrobacter indicoceani	2051957	species	3078689	3	0	0.0
Dietzia sp. JS16-p6b	2052657	species	3720309	1	0	0.0
Nocardia tengchongensis	2055889	species	8006012	1	1	0.0
Tsuneonella flava	2055955	species	3284110	1	1	0.0
Pseudomonas qingdaonensis	2056231	species	5938989	4	1	0.0
Spirosoma pollinicola	2057025	species	8794837	13	13	0.0
Bradyrhizobium sp. SK17	2057741	species	8288568	2	0	0.0
Olleya sp. Bg11-27	2058135	species	4314320	19	1	0.0
Planococcus sp. MB-3u-03	2058136	species	3614431	1	1	0.0
Antarcticibacterium flavum	2058175	species	4353683	1	1	0.0
Shewanella sp. Pdp11	2059264	species	4973697	1	0	0.0
Streptomyces sp. CMB-StM0423	2059884	species	8029398	2	2	0.0
Altererythrobacter sp. B11	2060312	species	3842046	2	2	0.0
Neorhizobium sp. SOG26	2060726	species	4561173	1	1	0.0
Oxynema sp. AP17	2064643	species	6357750	277	61	0.0
Paracoccus jeotgali	2065379	species	3299166	3	1	0.0
Mesorhizobium japonicum	2066070	species	10328347	3	0	0.0
Pseudomonas sp. NC02	2067572	species	6890566	1	0	0.0
Methylobacterium sp. DM1	2067957	species	5905221	2	0	0.0
Curtobacterium sp. SGAir0471	2070337	species	3531991	4	2	0.0
Agrococcus sp. SGAir0287	2070347	species	3084767	11	10	0.0
Microbacterium sp. SGAir0570	2070348	species	3439411	3	2	0.0
Sphingomonas rhizophila	2071607	species	2557483	1	0	0.0
Plantactinospora sp. BB1	2071627	species	8386853	1	0	0.0
Streptomyces sp. Go-475	2072505	species	8570609	1	0	0.0
Massilia armeniaca	2072590	species	6337491	1	1	0.0
Arthrobacter sp. PGP41	2079227	species	4270237	1	1	0.0
Salinibacterium hongtaonis	2079791	species	2810080	1	1	0.0
Mycetocola zhujimingii	2079792	species	3193647	1	1	0.0
Aeromicrobium chenweiae	2079793	species	3717741	11	9	0.0
Corynebacterium yudongzhengii	2080740	species	2511302	1	1	0.0
Agromyces badenianii	2080742	species	3052052	3	0	0.0
Rhizobium ruizarguesonis	2081791	species	7811507	1	0	0.0
Sphingobium sp. YG1	2082188	species	5563895	2	1	0.0
Polaromonas sp. Pch-P	2082385	species	4507340	2	1	0.0
Methylibium sp. Pch-M	2082386	species	3941137	2	2	0.0
Pseudomonas sp. SWI36	2083052	species	6172256	1	0	0.0
Devosia sp. I507	2083786	species	4005916	2	2	0.0
Candidatus Nanosynbacter lyticus	2093824	species	705138	1	1	0.0
Streptomyces sp. WAC00288	2094021	species	7852859	2	1	0.0
Mycobacterium basiliense	2094119	species	5607630	1	0	0.0
Tolypothrix sp. PCC 7910	2099387	species	8761534	19	0	0.0
Microbacterium sp. str. 'China'	2103230	species	3478219	2	0	0.0
Aeromicrobium sp. A1-2	2107713	species	3446585	3	2	0.0
Tepiditoga spiralis	2108365	species	2502404	1	0	0.0
Plantactinospora sp. BC1	2108470	species	8333965	2	0	0.0
Olsenella sp. GAM18	2109685	species	2100540	1	0	0.0
Melaminivora sp. SC2-9	2109913	species	3754020	1	1	0.0
Mycetocola sp. JXN-3	2116510	species	3468848	1	0	0.0
Pulveribacter suum	2116657	species	3358427	1	0	0.0
Synechocystis sp. IPPAS B-1465	2116702	species	3950993	529	0	0.0
Variovorax sp. PMC12	2126319	species	7015237	4	4	0.0
Streptomyces sp. P3	2135430	species	9851971	1	0	0.0
Streptomyces sp. endophyte_N2	2153485	species	8428700	1	0	0.0
Flavobacterium magnum	2162713	species	3464207	1	0	0.0
Algicoccus marinus	2163011	species	4227194	1	1	0.0
Gemmobacter sp. HYN0069	2169400	species	4206589	1	1	0.0
Pseudomonas sp. SXM-1	2169583	species	7226716	1	0	0.0
Miniimonas sp. S16	2171623	species	3772642	3	3	0.0
Flavobacterium pallidum	2172098	species	3552756	1	0	0.0
Erythrobacter aureus	2182384	species	3372129	2	0	0.0
Flavobacterium crocinum	2183896	species	5877431	1	1	0.0
Streptomyces cadmiisoli	2184053	species	10239272	1	0	0.0
Sphingobium sp. LF-16	2185111	species	4572548	1	0	0.0
Pedobacter sp. eg	2201271	species	6198518	4	2	0.0
Micromonospora sp. B006	2201999	species	7040153	1	0	0.0
Thermomonas sp. SY21	2202149	species	3005997	2	2	0.0
Methylobacterium durans	2202825	species	6788375	9	7	0.0
Methylobacterium sp. 17Sr1-1	2202826	species	6542583	4	1	0.0
Methylobacterium terrae	2202827	species	6162702	7	4	0.0
Methylobacterium radiodurans	2202828	species	5539695	5	5	0.0
Streptomyces sp. WAC 01529	2203205	species	8270461	1	1	0.0
Psychrobacter sp. YP14	2203895	species	2895311	2	2	0.0
Acidisarcina polymorpha	2211140	species	7600726	1	0	0.0
Pseudomonas sp. R2A2	2213057	species	4559447	2	2	0.0
Burkholderia sp. JP2-270	2217913	species	8925310	2	0	0.0
Pseudomonas asiatica	2219225	species	5581518	1	0	0.0
Sphingomonas sp. FARSPH	2219696	species	3761538	20	14	0.0
Bdellovibrio sp. NC01	2220073	species	3975853	1	0	0.0
Cryobacterium soli	2220095	species	4385465	6	4	0.0
Bdellovibrio sp. ZAP7	2231053	species	4123562	1	0	0.0
Skermanella pratensis	2233999	species	5869433	2	0	0.0
Rhizobium oryzihabitans	2267833	species	5858741	1	0	0.0
Polaromonas sp. SP1	2268087	species	4507493	2	1	0.0
Kordia sp. SMS9	2282170	species	5482391	5	4	0.0
Methylorubrum	2282523	genus	7626128	2	0	0.0
Humibacter sp. BT305	2282656	species	3865684	7	3	0.0
Psychrobacillus glaciei	2283160	species	4351338	1	0	0.0
Rhizobium sp. ZX09	2291939	species	5506306	1	1	0.0
Micromonospora craniellae	2294034	species	6839926	2	1	0.0
Psychrobacillus sp. AK 1817	2303505	species	4096020	1	0	0.0
Thermoleptolyngbya	2303528	genus	0	6	0	0.0
Breoghania sp. L-A4	2304600	species	5029620	1	0	0.0
Mucilaginibacter celer	2305508	species	7149106	3	2	0.0
Streptomyces sp. CC0208	2306165	species	9320089	3	2	0.0
Paraflavitalea soli	2315862	species	8443189	1	1	0.0
Hymenobacter oligotrophus	2319843	species	4188814	1	1	0.0
Sphingomonas sp. YZ-8	2319844	species	3994557	2	2	0.0
Georhizobium profundi	2341112	species	4356607	2	2	0.0
Gryllotalpicola protaetiae	2419771	species	3677803	1	1	0.0
Protaetiibacter intestinalis	2419774	species	3097107	4	3	0.0
Streptomyces sp. S501	2420135	species	7461832	2	0	0.0
Flavobacterium sp. 140616W15	2478552	species	4935222	1	1	0.0
Chryseobacterium sp. 3008163	2478663	species	4558636	2	2	0.0
Synechococcus elongatus UTEX 3055	2479200	strain	2881223	1	0	0.0
Plantibacter sp. PA-3-X8	2480625	species	4082089	7	2	0.0
Serratia sp. P2ACOL2	2482769	species	5590417	1	0	0.0
Nocardioides sp. 603	2483798	species	4041717	2	2	0.0
Nocardioides sp. WS12	2486272	species	5171066	3	2	0.0
Sphingopyxis sp. OPL5	2486273	species	4676975	4	2	0.0
Chryseobacterium sp. G0201	2487065	species	4810759	1	1	0.0
Epilithonimonas vandammei	2487072	species	6643977	4	4	0.0
Kaistella daneshvariae	2487074	species	2469733	2	0	0.0
Marinobacter sp. NP-4(2019)	2488665	species	4625865	1	1	0.0
Microbacterium sp. RG1	2489212	species	3247993	1	1	0.0
Bradyrhizobium sp. LCT2	2493093	species	9652610	8	1	0.0
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	species	6700763	2	2	0.0
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	species	6165597	1	0	0.0
Flaviflexus sp. H23T48	2496867	species	2830639	1	1	0.0
Halomonas sp. BC-M4-5	2497861	species	5015118	1	1	0.0
Rheinheimera sp. LHK132	2498451	species	4628354	2	2	0.0
Agromyces sp. LHK192	2498704	species	4088319	3	2	0.0
Pseudomonas sp. MPC6	2498848	species	7221214	1	1	0.0
Devosia sp. 1566	2499144	species	4168745	2	2	0.0
Rhodococcus sp. X156	2499145	species	3723718	1	1	0.0
Paracoccus sp. Arc7-R13	2500532	species	4040012	3	3	0.0
Pseudorhodobacter turbinis	2500533	species	4246983	4	4	0.0
Nocardioides sp. HY056	2500546	species	3321975	3	2	0.0
Hymenobacter jejuensis	2502781	species	5086993	1	1	0.0
Rhodococcus sp. ABRD24	2507582	species	5098030	1	1	0.0
Salinibacterium sp. UTAS2018	2508880	species	2995446	1	1	0.0
Ornithinimicrobium sp. HY006	2508882	species	4169359	3	2	0.0
Agromyces protaetiae	2509455	species	3683091	4	2	0.0
Xylanimicrobium sp. FW10M-9	2509457	species	3859980	1	1	0.0
Microbacterium protaetiae	2509458	species	3790483	1	1	0.0
Nocardioides euryhalodurans	2518370	species	4017744	2	1	0.0
Nocardioides seonyuensis	2518371	species	3974362	7	5	0.0
Pandoraea sp. XY-2	2518599	species	5056206	1	0	0.0
Pseudomonas sp. SNU WT1	2518644	species	5685196	1	0	0.0
Spirosoma sp. KCTC 42546	2520506	species	8664091	1	1	0.0
Aeoliella mucimassa	2527972	species	6608792	2	0	0.0
Bremerella volcania	2527984	species	6496182	1	1	0.0
Rosistilla oblonga	2527990	species	7250512	27	1	0.0
Symmachiella dynata	2527995	species	7767809	17	1	0.0
Pirellulimonas nuda	2528009	species	6618662	2	0	0.0
Planctopirus ephydatiae	2528019	species	5214061	587	0	0.0
Lichenihabitans psoromatis	2528642	species	4836481	2	2	0.0
Rheinheimera sp. D18	2545632	species	3308353	7	7	0.0
Gloeothece citriformis	2546356	species	6554169	4	0	0.0
Crocosphaera subtropica	2546360	species	5460377	78	0	0.0
Rippkaea	2546365	genus	4795520	115	0	0.0
Rippkaea orientalis	2546366	species	4795520	4015	0	0.0
Marinobacter sp. JH2	2547598	species	3721518	2	2	0.0
Chryseobacterium sp. NBC 122	2547600	species	3139453	2	1	0.0
Porphyrobacter sp. YT40	2547601	species	3943368	4	3	0.0
Streptomyces aquilus	2548456	species	10393987	2	1	0.0
Nocardioides cynanchi	2558918	species	3998545	5	4	0.0
Brevundimonas sp. Bb-A	2560058	species	3281994	144	138	0.0
Brevundimonas sp. MF30-B	2561924	species	2801126	2	1	0.0
Brevundimonas sp. 'scallop'	2562582	species	3047905	1	0	0.0
Acinetobacter sp. 10FS3-1	2563897	species	3653128	1	1	0.0
Arthrobacter sp. PAMC25564	2565366	species	4170970	1	1	0.0
Pseudomonas atacamensis	2565368	species	5990776	15	13	0.0
Sphingobium sp. PAMC28499	2565554	species	4880615	1	1	0.0
Sphingomonas sp. PAMC26645	2565555	species	4283956	409	399	0.0
Cellulomonas shaoxiangyii	2566013	species	3909366	2	1	0.0
Citricoccus sp. SGAir0253	2567881	species	3561338	1	1	0.0
Rhodococcus sp. SGAir0479	2567884	species	4974457	1	0	0.0
Microbacterium sp. 4R-513	2567934	species	3910080	2	1	0.0
Novosphingobium sp. ABRDHK2	2571749	species	4770198	2	2	0.0
Nostoc sp. TCL240-02	2572090	species	7887247	2	0	0.0
Nocardioides sp. dk3136	2575373	species	3536142	4	4	0.0
Elizabethkingia sp. 2-6	2575699	species	4394713	13	0	0.0
Brevibacterium sp. CS2	2575923	species	3239740	1	1	0.0
Citrobacter sp. TBCP-5362	2576406	species	4569707	1	0	0.0
