['contig_12507', 1080899]
['contig_8848', 66533]
['contig_133513', 66515]
['contig_82676', 66498]
['contig_80287', 66495]
['contig_922', 66479]
['contig_64423', 66474]
['contig_48203', 66466]
['contig_58166', 66466]
['contig_10409', 66461]
['contig_77985', 66444]
['contig_80841', 66438]
['contig_62015', 66425]
['contig_88749', 66408]
['contig_102004', 66375]
['contig_74595', 66357]
['contig_43887', 66349]
['contig_72718', 66347]
['contig_4231', 66343]
['contig_74789', 66331]
['contig_68339', 66330]
['contig_84530', 66328]
['contig_78975', 66326]
['contig_101456', 66318]
['contig_56438', 66315]
['contig_140193', 66310]
['contig_94602', 66302]
['contig_82953', 66298]
['contig_62556', 66265]
['contig_72343', 66259]
['contig_34', 66223]
['contig_58894', 66206]
['contig_138474', 66185]
['contig_5558', 66181]
['contig_57810', 66155]
['contig_47573', 66142]
['contig_3200', 66128]
['contig_89255', 66125]
['contig_92868', 66121]
['contig_21694', 66119]
['contig_71800', 66112]
['contig_34358', 66100]
['contig_84583', 66096]
['contig_24503', 66092]
['contig_55302', 66083]
['contig_49353', 66069]
['contig_28381', 66067]
['contig_84333', 66022]
['contig_72421', 66007]
['contig_71118', 65996]
['contig_79287', 65989]
['contig_121745', 65970]
['contig_139065', 65966]
['contig_62583', 65966]
['contig_77822', 65954]
['contig_63826', 65951]
['contig_85204', 65951]
['contig_93226', 65946]
['contig_40450', 65945]
['contig_23770', 65940]
['contig_35008', 65889]
['contig_19896', 65882]
['contig_92811', 65879]
['contig_64637', 65876]
['contig_90019', 65859]
['contig_81674', 65851]
['contig_59094', 65845]
['contig_96604', 65845]
['contig_69104', 65841]
['contig_41907', 65833]
['contig_30494', 65832]
['contig_129390', 65829]
['contig_73672', 65824]
['contig_71151', 65822]
['contig_99967', 65820]
['contig_94240', 65792]
['contig_40625', 65790]
['contig_75150', 65789]
['contig_135056', 65788]
['contig_97148', 65784]
['contig_25657', 65765]
['contig_55953', 65745]
['contig_111105', 65739]
['contig_99383', 65715]
['contig_61195', 65704]
['contig_14813', 65700]
['contig_134050', 65694]
['contig_6998', 65676]
['contig_61086', 65673]
['contig_42613', 65650]
['contig_75655', 65632]
['contig_10125', 65619]
['contig_72073', 65611]
['contig_43036', 65609]
['contig_20250', 65609]
['contig_64397', 65582]
['contig_44574', 65551]
['contig_127007', 65550]
['contig_87616', 65526]
['contig_135903', 65519]
['contig_41499', 65505]
['contig_78029', 65499]
['contig_60255', 65484]
['contig_100213', 65475]
['contig_68751', 65475]
['contig_62283', 65463]
['contig_73005', 65462]
['contig_70601', 65457]
['contig_70971', 65452]
['contig_78537', 65437]
['contig_48623', 65437]
['contig_100035', 65430]
['contig_73572', 65426]
['contig_38043', 65413]
['contig_67085', 65413]
['contig_61834', 65405]
['contig_24040', 65396]
['contig_77954', 65385]
['contig_37629', 65374]
['contig_63105', 65364]
['contig_100925', 65322]
['contig_70470', 65314]
['contig_61846', 65310]
['contig_40069', 65301]
['contig_71365', 65283]
['contig_91448', 65275]
['contig_103154', 65274]
['contig_88497', 65272]
['contig_64643', 65271]
['contig_64554', 65265]
['contig_96752', 65265]
['contig_137343', 65261]
['contig_26622', 65259]
['contig_85292', 65255]
['contig_20264', 65255]
['contig_60613', 65211]
['contig_72108', 65195]
['contig_79468', 65186]
['contig_70794', 65176]
['contig_91262', 65171]
['contig_62809', 65170]
['contig_4407', 65162]
['contig_43529', 65159]
['contig_60032', 65158]
['contig_107646', 65156]
['contig_92605', 65147]
['contig_88484', 65144]
['contig_84920', 65141]
['contig_31472', 65130]
['contig_9119', 65128]
['contig_27619', 65124]
['contig_125247', 65106]
['contig_77058', 65099]
['contig_100261', 65092]
['contig_53540', 65088]
['contig_19024', 65081]
['contig_33375', 65073]
['contig_54923', 65063]
['contig_114345', 65052]
['contig_69252', 65045]
['contig_123802', 65021]
['contig_37790', 65007]
['contig_51226', 65002]
['contig_78294', 65002]
['contig_36509', 64997]
['contig_23507', 64985]
['contig_117216', 64985]
['contig_26091', 64971]
['contig_32494', 64955]
['contig_59059', 64940]
['contig_7277', 64923]
['contig_80787', 64920]
['contig_78059', 64895]
['contig_90462', 64890]
['contig_113354', 64862]
['contig_130702', 64844]
['contig_117932', 64839]
['contig_60895', 64822]
['contig_81818', 64820]
['contig_62225', 64819]
['contig_55530', 64819]
['contig_66273', 64809]
['contig_50469', 64776]
['contig_5938', 64775]
['contig_32196', 64763]
['contig_94396', 64762]
['contig_100004', 64738]
['contig_74327', 64732]
['contig_65608', 64729]
['contig_67251', 64706]
['contig_66727', 64699]
['contig_102720', 64697]
['contig_28870', 64683]
['contig_85954', 64680]
['contig_27747', 64666]
['contig_99451', 64633]
['contig_57681', 64624]
['contig_54654', 64623]
['contig_85678', 64620]
['contig_97650', 64606]
['contig_49363', 64605]
['contig_63966', 64603]
['contig_116836', 64590]
['contig_38261', 64586]
['contig_11713', 64581]
['contig_57091', 64564]
['contig_66610', 64559]
['contig_773', 64558]
['contig_58737', 64553]
['contig_62607', 64548]
['contig_44965', 64534]
['contig_42490', 64529]
['contig_15150', 64527]
['contig_95908', 64527]
['contig_18343', 64526]
['contig_102194', 64524]
['contig_35899', 64509]
['contig_8359', 64472]
['contig_91176', 64442]
['contig_70586', 64432]
['contig_40001', 64425]
['contig_85781', 64422]
['contig_127678', 64413]
['contig_85116', 64412]
['contig_90584', 64408]
['contig_49747', 64405]
['contig_65759', 64403]
['contig_103876', 64403]
['contig_82746', 64388]
['contig_69429', 64381]
['contig_38094', 64375]
['contig_93743', 64374]
['contig_92717', 64363]
['contig_95910', 64361]
['contig_28461', 64348]
['contig_10182', 64340]
['contig_1432', 64322]
['contig_37891', 64321]
['contig_23886', 64319]
['contig_80250', 64317]
['contig_84375', 64311]
['contig_71439', 64302]
['contig_23546', 64299]
['contig_28168', 64289]
['contig_109469', 64270]
['contig_63586', 64262]
['contig_65760', 64250]
['contig_55642', 64248]
['contig_67892', 64245]
['contig_92669', 64234]
['contig_72641', 64215]
['contig_54861', 64212]
['contig_47340', 64212]
['contig_87876', 64210]
['contig_65725', 64201]
['contig_506', 64177]
['contig_61260', 64170]
['contig_66600', 64150]
['contig_136142', 64143]
['contig_69427', 64114]
['contig_70080', 64113]
['contig_63624', 64098]
['contig_52494', 64087]
['contig_46894', 64079]
['contig_48608', 64072]
['contig_132282', 64071]
['contig_79430', 64062]
['contig_27068', 64060]
['contig_10921', 64050]
['contig_69643', 64049]
['contig_52082', 64045]
['contig_27218', 64042]
['contig_48692', 64041]
['contig_98140', 64036]
['contig_136793', 64032]
['contig_85013', 64017]
['contig_74014', 64017]
['contig_27763', 64015]
['contig_56411', 63992]
['contig_34681', 63990]
['contig_80052', 63979]
['contig_32927', 63977]
['contig_76356', 63969]
['contig_122602', 63960]
['contig_85936', 63959]
['contig_79455', 63957]
['contig_47344', 63956]
['contig_93144', 63951]
['contig_82059', 63945]
['contig_65120', 63933]
['contig_104539', 63927]
['contig_12291', 63912]
['contig_14478', 63890]
['contig_91803', 63889]
['contig_70879', 63870]
['contig_58183', 63856]
['contig_28571', 63856]
['contig_89508', 63851]
['contig_66180', 63850]
['contig_134739', 63846]
['contig_85476', 63846]
['contig_36776', 63827]
['contig_40570', 63820]
['contig_106001', 63813]
['contig_29830', 63810]
['contig_76827', 63799]
['contig_72114', 63794]
['contig_39286', 63790]
['contig_37280', 63783]
['contig_68579', 63775]
['contig_74037', 63770]
['contig_40180', 63770]
['contig_70577', 63769]
['contig_63925', 63765]
['contig_73492', 63760]
['contig_94955', 63752]
['contig_54726', 63733]
['contig_28794', 63731]
['contig_90302', 63729]
['contig_25356', 63712]
['contig_7586', 63707]
['contig_61291', 63703]
['contig_11653', 63703]
['contig_107002', 63700]
['contig_16124', 63696]
['contig_100677', 63693]
['contig_109515', 63675]
['contig_30511', 63674]
['contig_130607', 63672]
['contig_24655', 63658]
['contig_21524', 63651]
['contig_44027', 63648]
['contig_104120', 63641]
['contig_73230', 63636]
['contig_26062', 63633]
['contig_11977', 63621]
['contig_62894', 63619]
['contig_58639', 63617]
['contig_71651', 63604]
['contig_36276', 63603]
['contig_39762', 63595]
['contig_69777', 63580]
['contig_69222', 63568]
['contig_66836', 63564]
['contig_57673', 63543]
['contig_67777', 63538]
['contig_57341', 63538]
['contig_65036', 63534]
['contig_134619', 63530]
['contig_35164', 63528]
['contig_81668', 63508]
['contig_98188', 63496]
['contig_63759', 63496]
['contig_117185', 63482]
['contig_72296', 63468]
['contig_7937', 63464]
['contig_25431', 63456]
['contig_31176', 63455]
['contig_75959', 63448]
['contig_59230', 63443]
['contig_66894', 63442]
['contig_77546', 63427]
['contig_5470', 63418]
['contig_93064', 63410]
['contig_135634', 63404]
['contig_43098', 63402]
['contig_95870', 63392]
['contig_79375', 63385]
['contig_114461', 63377]
['contig_49089', 63364]
['contig_36701', 63358]
['contig_75777', 63350]
['contig_86590', 63328]
['contig_54453', 63327]
['contig_22459', 63315]
['contig_62177', 63308]
['contig_36223', 63305]
['contig_1991', 63294]
['contig_78653', 63292]
['contig_25365', 63289]
['contig_57598', 63278]
['contig_57436', 63274]
['contig_68928', 63265]
['contig_12489', 63250]
['contig_141107', 63247]
['contig_29580', 63231]
['contig_80953', 63224]
['contig_60104', 63222]
['contig_77686', 63222]
['contig_81956', 63210]
['contig_130466', 63204]
['contig_13964', 63183]
['contig_116914', 63180]
['contig_96666', 63179]
['contig_123897', 63162]
['contig_70011', 63154]
['contig_14865', 63153]
['contig_81790', 63151]
['contig_91728', 63146]
['contig_32206', 63145]
['contig_90248', 63134]
['contig_130375', 63122]
['contig_80217', 63117]
['contig_23209', 63111]
['contig_32005', 63098]
['contig_37472', 63096]
['contig_89090', 63091]
['contig_21387', 63085]
['contig_134946', 63081]
['contig_80061', 63069]
['contig_31555', 63062]
['contig_102307', 63056]
['contig_41060', 63014]
['contig_110681', 63009]
['contig_114481', 62995]
['contig_122915', 62993]
['contig_23938', 62977]
['contig_73733', 62968]
['contig_51791', 62954]
['contig_49777', 62952]
['contig_15576', 62945]
['contig_85632', 62942]
['contig_20737', 62937]
['contig_53185', 62932]
['contig_60393', 62929]
['contig_10049', 62927]
['contig_76535', 62912]
['contig_107910', 62912]
['contig_115130', 62904]
['contig_64286', 62884]
['contig_104444', 62878]
['contig_59729', 62877]
['contig_23288', 62876]
['contig_37899', 62871]
['contig_90764', 62858]
['contig_378', 62845]
['contig_15198', 62843]
['contig_50092', 62822]
['contig_76055', 62822]
['contig_26244', 62772]
['contig_15115', 62758]
['contig_114748', 62756]
['contig_103841', 62756]
['contig_74241', 62750]
['contig_17551', 62735]
['contig_118365', 62722]
['contig_132388', 62713]
['contig_349', 62711]
['contig_54818', 62676]
['contig_31933', 62653]
['contig_61298', 62650]
['contig_75256', 62645]
['contig_136094', 62634]
['contig_78761', 62615]
['contig_41677', 62609]
['contig_38131', 62604]
['contig_63820', 62596]
['contig_51701', 62595]
['contig_82681', 62582]
['contig_66404', 62577]
['contig_90437', 62569]
['contig_62684', 62559]
['contig_57270', 62558]
['contig_50194', 62548]
['contig_52937', 62547]
['contig_98099', 62540]
['contig_53650', 62527]
['contig_107802', 62523]
['contig_48778', 62514]
['contig_22967', 62512]
['contig_26001', 62503]
['contig_68404', 62496]
['contig_87937', 62487]
['contig_93756', 62483]
['contig_36486', 62452]
['contig_41041', 62444]
['contig_63115', 62422]
['contig_92035', 62416]
['contig_102902', 62385]
['contig_58859', 62378]
['contig_67247', 62357]
['contig_80676', 62348]
['contig_92468', 62320]
['contig_34135', 62313]
['contig_82493', 62307]
['contig_23775', 62306]
['contig_27114', 62301]
['contig_76051', 62296]
['contig_52607', 62258]
['contig_68938', 62257]
['contig_18613', 62257]
['contig_71486', 62229]
['contig_58938', 62223]
['contig_140401', 62217]
['contig_71034', 62215]
['contig_41598', 62214]
['contig_115410', 62207]
['contig_8872', 62206]
['contig_35012', 62205]
['contig_70683', 62191]
['contig_133813', 62187]
['contig_95150', 62177]
['contig_63790', 62175]
['contig_133611', 62167]
['contig_63219', 62154]
['contig_74149', 62148]
['contig_71791', 62135]
['contig_87906', 62132]
['contig_56045', 62128]
['contig_78732', 62111]
['contig_89378', 62109]
['contig_71721', 62108]
['contig_16875', 62107]
['contig_91763', 62105]
['contig_57592', 62104]
['contig_89691', 62096]
['contig_62433', 62081]
['contig_105519', 62063]
['contig_46621', 62058]
['contig_70124', 62039]
['contig_37504', 62036]
['contig_107706', 62036]
['contig_95809', 62024]
['contig_17', 62008]
['contig_18037', 61983]
['contig_2766', 61964]
['contig_97321', 61947]
['contig_23879', 61945]
['contig_104394', 61943]
['contig_63343', 61939]
['contig_21757', 61932]
['contig_38879', 61928]
['contig_141262', 61927]
['contig_7603', 61918]
['contig_17763', 61918]
['contig_77107', 61893]
['contig_10253', 61891]
['contig_99209', 61884]
['contig_50357', 61877]
['contig_65380', 61873]
['contig_70136', 61858]
['contig_54875', 61856]
['contig_43192', 61855]
['contig_37947', 61840]
['contig_63776', 61812]
['contig_64282', 61810]
['contig_65139', 61760]
['contig_53139', 61739]
['contig_106426', 61736]
['contig_133707', 61735]
['contig_73928', 61719]
['contig_61739', 61713]
['contig_13385', 61698]
['contig_45033', 61675]
['contig_77187', 61673]
['contig_62125', 61672]
['contig_40066', 61672]
['contig_12826', 61671]
['contig_85998', 61671]
['contig_34902', 61669]
['contig_51788', 61665]
['contig_84659', 61655]
['contig_48672', 61651]
['contig_96195', 61651]
['contig_94215', 61640]
['contig_133619', 61634]
['contig_70408', 61633]
['contig_133859', 61628]
['contig_85817', 61627]
['contig_58279', 61624]
['contig_23743', 61617]
['contig_27798', 61615]
['contig_73091', 61611]
['contig_99235', 61592]
['contig_74480', 61587]
['contig_84800', 61577]
['contig_65195', 61574]
['contig_39420', 61572]
['contig_139890', 61565]
['contig_54188', 61519]
['contig_56480', 61509]
['contig_10515', 61501]
['contig_82191', 61500]
['contig_90628', 61494]
['contig_137793', 61487]
['contig_79778', 61485]
['contig_66027', 61473]
['contig_60747', 61452]
['contig_94616', 61442]
['contig_70431', 61440]
['contig_11775', 61433]
['contig_112087', 61422]
['contig_105857', 61387]
['contig_34361', 61364]
['contig_3992', 61359]
['contig_102313', 61349]
['contig_64022', 61327]
['contig_69534', 61319]
['contig_22101', 61315]
['contig_46995', 61314]
['contig_115296', 61313]
['contig_65658', 61308]
['contig_62622', 61284]
['contig_34374', 61280]
['contig_67481', 61276]
['contig_99366', 61267]
['contig_70443', 61267]
['contig_70149', 61265]
['contig_15064', 61246]
['contig_77502', 61232]
['contig_89330', 61232]
['contig_76998', 61192]
['contig_60578', 61173]
['contig_42226', 61173]
['contig_65182', 61171]
['contig_12984', 61170]
['contig_91485', 61151]
['contig_19156', 61149]
['contig_94813', 61135]
['contig_69882', 61134]
['contig_8628', 61116]
['contig_70276', 61114]
['contig_95415', 61113]
['contig_54868', 61108]
['contig_13582', 61108]
['contig_37521', 61098]
['contig_28304', 61092]
['contig_90504', 61090]
['contig_36649', 61084]
['contig_60019', 61070]
['contig_30391', 61069]
['contig_16515', 61050]
['contig_93111', 61043]
['contig_103158', 61041]
['contig_75394', 61032]
['contig_64863', 61025]
['contig_54340', 61023]
['contig_65278', 61021]
['contig_107494', 61021]
['contig_91637', 61004]
['contig_54126', 60981]
['contig_91338', 60965]
['contig_108847', 60964]
['contig_109035', 60957]
['contig_70146', 60956]
['contig_54850', 60941]
['contig_20698', 60929]
['contig_93244', 60923]
['contig_24843', 60923]
['contig_85270', 60913]
['contig_76560', 60910]
['contig_56500', 60908]
['contig_94899', 60902]
['contig_104292', 60892]
['contig_61185', 60884]
['contig_68352', 60865]
['contig_60512', 60853]
['contig_95479', 60837]
['contig_13038', 60834]
['contig_17570', 60833]
['contig_9001', 60832]
['contig_60803', 60832]
['contig_79868', 60827]
['contig_55570', 60817]
['contig_78226', 60812]
['contig_58274', 60807]
['contig_74235', 60801]
['contig_8572', 60776]
['contig_61060', 60774]
['contig_8991', 60761]
['contig_63200', 60751]
['contig_75293', 60746]
['contig_57517', 60744]
['contig_6375', 60740]
['contig_77933', 60734]
['contig_98454', 60719]
['contig_129838', 60688]
['contig_126592', 60666]
['contig_57834', 60664]
['contig_59988', 60660]
['contig_112434', 60660]
['contig_11064', 60653]
['contig_35539', 60646]
['contig_79112', 60646]
['contig_11459', 60642]
['contig_79095', 60641]
['contig_72272', 60638]
['contig_94915', 60636]
['contig_102387', 60634]
['contig_39933', 60620]
['contig_8544', 60620]
['contig_40323', 60617]
['contig_25154', 60595]
['contig_45013', 60592]
['contig_69504', 60589]
['contig_77618', 60575]
['contig_92323', 60553]
['contig_56088', 60550]
['contig_76866', 60548]
['contig_82748', 60544]
['contig_92306', 60543]
['contig_96997', 60542]
['contig_41593', 60531]
['contig_27428', 60502]
['contig_67818', 60488]
['contig_68229', 60483]
['contig_38490', 60451]
['contig_19029', 60445]
['contig_110373', 60418]
['contig_74210', 60418]
['contig_58530', 60413]
['contig_10289', 60399]
['contig_72369', 60384]
['contig_41509', 60378]
['contig_63839', 60374]
['contig_29477', 60362]
['contig_23913', 60361]
['contig_28343', 60354]
['contig_14399', 60354]
['contig_58651', 60324]
['contig_116462', 60319]
['contig_55941', 60317]
['contig_74664', 60314]
['contig_120416', 60298]
['contig_25817', 60297]
['contig_63725', 60290]
['contig_14439', 60276]
['contig_116767', 60254]
['contig_43430', 60250]
['contig_93768', 60242]
['contig_28421', 60238]
['contig_122709', 60236]
['contig_57596', 60233]
['contig_77388', 60204]
['contig_98819', 60186]
['contig_34425', 60180]
['contig_138910', 60177]
['contig_68450', 60174]
['contig_95167', 60151]
['contig_70914', 60146]
['contig_45781', 60137]
['contig_77587', 60136]
['contig_42324', 60134]
['contig_74331', 60130]
['contig_6344', 60129]
['contig_22840', 60120]
['contig_71392', 60110]
['contig_63589', 60108]
['contig_54859', 60106]
['contig_42416', 60105]
['contig_28337', 60095]
['contig_138850', 60092]
['contig_79217', 60090]
['contig_104573', 60061]
['contig_58881', 60058]
['contig_58957', 60057]
['contig_132059', 60056]
['contig_137960', 60052]
['contig_25199', 60050]
['contig_116884', 60048]
['contig_106397', 60046]
['contig_58764', 60025]
['contig_76279', 60025]
['contig_68043', 60023]
['contig_97307', 60022]
['contig_107064', 60015]
['contig_64523', 60012]
['contig_33171', 60011]
['contig_20636', 60000]
['contig_90322', 60000]
['contig_68955', 59997]
['contig_84182', 59995]
['contig_69219', 59991]
['contig_43459', 59987]
['contig_11136', 59981]
['contig_26967', 59973]
['contig_76073', 59963]
['contig_61816', 59956]
['contig_79579', 59947]
['contig_123638', 59932]
['contig_68319', 59927]
['contig_69933', 59927]
['contig_28034', 59923]
['contig_9922', 59919]
['contig_32168', 59913]
['contig_98897', 59901]
['contig_70533', 59891]
['contig_67959', 59889]
['contig_7356', 59884]
['contig_96073', 59879]
['contig_1000', 59863]
['contig_113619', 59863]
['contig_71797', 59863]
['contig_29987', 59841]
['contig_81363', 59837]
['contig_81382', 59817]
['contig_102744', 59810]
['contig_64846', 59807]
['contig_18521', 59806]
['contig_86623', 59798]
['contig_125224', 59796]
['contig_10899', 59791]
['contig_23194', 59791]
['contig_96340', 59775]
['contig_91620', 59775]
['contig_133291', 59770]
['contig_55407', 59768]
['contig_60649', 59757]
['contig_90244', 59755]
['contig_58486', 59748]
['contig_16959', 59740]
['contig_82762', 59737]
['contig_140047', 59737]
['contig_86777', 59730]
['contig_61343', 59720]
['contig_111573', 59707]
['contig_36066', 59706]
['contig_52234', 59692]
['contig_73694', 59690]
['contig_67882', 59687]
['contig_68868', 59680]
['contig_134171', 59677]
['contig_76858', 59674]
['contig_3116', 59674]
['contig_62502', 59669]
['contig_22075', 59662]
['contig_67005', 59658]
['contig_79998', 59646]
['contig_57624', 59630]
['contig_23731', 59621]
['contig_133865', 59614]
['contig_82033', 59598]
['contig_74530', 59569]
['contig_70421', 59565]
['contig_78395', 59541]
['contig_13397', 59540]
['contig_85655', 59538]
['contig_119460', 59530]
['contig_83759', 59530]
['contig_12295', 59529]
['contig_86152', 59527]
['contig_117908', 59526]
['contig_24778', 59518]
['contig_81482', 59518]
['contig_93264', 59506]
['contig_114104', 59504]
['contig_47226', 59502]
['contig_93129', 59490]
['contig_52399', 59487]
['contig_34179', 59486]
['contig_24586', 59478]
['contig_2974', 59470]
['contig_95982', 59470]
['contig_29883', 59468]
['contig_92365', 59460]
['contig_86734', 59457]
['contig_137683', 59440]
['contig_128033', 59440]
['contig_65964', 59434]
['contig_125368', 59424]
['contig_126948', 59408]
['contig_55702', 59402]
['contig_58184', 59386]
['contig_90356', 59374]
['contig_94158', 59368]
['contig_25129', 59364]
['contig_78333', 59359]
['contig_81280', 59356]
['contig_39053', 59355]
['contig_40442', 59350]
['contig_35585', 59348]
['contig_101232', 59348]
['contig_12353', 59342]
['contig_62886', 59330]
['contig_73931', 59325]
['contig_44771', 59320]
['contig_42070', 59317]
['contig_64102', 59313]
['contig_108756', 59299]
['contig_82111', 59292]
['contig_51401', 59289]
['contig_77959', 59271]
['contig_56632', 59264]
['contig_27404', 59263]
['contig_103042', 59252]
['contig_69458', 59241]
['contig_74725', 59217]
['contig_90410', 59204]
['contig_72540', 59193]
['contig_39814', 59192]
['contig_119217', 59181]
['contig_68717', 59160]
['contig_108063', 59159]
['contig_69975', 59155]
['contig_78943', 59153]
['contig_89239', 59143]
['contig_75324', 59105]
['contig_38525', 59103]
['contig_108529', 59089]
['contig_138340', 59086]
['contig_46635', 59054]
['contig_85019', 59050]
['contig_65442', 59048]
['contig_92299', 59027]
['contig_61596', 59021]
['contig_82149', 59001]
['contig_68317', 58995]
['contig_54824', 58988]
['contig_24144', 58978]
['contig_3866', 58972]
['contig_99944', 58970]
['contig_49222', 58969]
['contig_39122', 58960]
['contig_47868', 58959]
['contig_23361', 58959]
['contig_131789', 58952]
['contig_107934', 58949]
['contig_24918', 58948]
['contig_88531', 58943]
['contig_40875', 58938]
['contig_14194', 58935]
['contig_73582', 58918]
['contig_75847', 58916]
['contig_73018', 58915]
['contig_37223', 58912]
['contig_57569', 58909]
['contig_133732', 58894]
['contig_48035', 58887]
['contig_84138', 58873]
['contig_61888', 58871]
['contig_69618', 58869]
['contig_110676', 58863]
['contig_42762', 58857]
['contig_90909', 58854]
['contig_116405', 58853]
['contig_110174', 58848]
['contig_20662', 58843]
['contig_62928', 58840]
['contig_83398', 58822]
['contig_79208', 58820]
['contig_34575', 58817]
['contig_14673', 58809]
['contig_62679', 58789]
['contig_28395', 58780]
['contig_90778', 58779]
['contig_5033', 58767]
['contig_69271', 58766]
['contig_100707', 58760]
['contig_81950', 58758]
['contig_64804', 58750]
['contig_79486', 58749]
['contig_90041', 58740]
['contig_51820', 58739]
['contig_126941', 58738]
['contig_21376', 58730]
['contig_11073', 58722]
['contig_70748', 58719]
['contig_104014', 58700]
['contig_3181', 58692]
['contig_56753', 58681]
['contig_77928', 58671]
['contig_66752', 58661]
['contig_27471', 58655]
['contig_109381', 58652]
['contig_29093', 58651]
['contig_132732', 58642]
['contig_17250', 58631]
['contig_71442', 58631]
['contig_80349', 58606]
['contig_67386', 58604]
['contig_97782', 58595]
['contig_59341', 58593]
['contig_85101', 58590]
['contig_63583', 58590]
['contig_58175', 58579]
['contig_41090', 58578]
['contig_75139', 58576]
['contig_34725', 58571]
['contig_76170', 58568]
['contig_49645', 58551]
['contig_95063', 58546]
['contig_107307', 58545]
['contig_78645', 58544]
['contig_64389', 58544]
['contig_9739', 58533]
['contig_131885', 58518]
['contig_62537', 58507]
['contig_80549', 58507]
['contig_91012', 58503]
['contig_94599', 58502]
['contig_37695', 58501]
['contig_76327', 58487]
['contig_38050', 58486]
['contig_40778', 58483]
['contig_114214', 58482]
['contig_45062', 58472]
['contig_74050', 58468]
['contig_75248', 58456]
['contig_61681', 58438]
['contig_17901', 58436]
['contig_65392', 58419]
['contig_93509', 58403]
['contig_106994', 58394]
['contig_69597', 58392]
['contig_8958', 58388]
['contig_90863', 58379]
['contig_19386', 58357]
['contig_68267', 58353]
['contig_41322', 58349]
['contig_90060', 58347]
['contig_67532', 58335]
['contig_61306', 58332]
['contig_76414', 58331]
['contig_21783', 58318]
['contig_61929', 58315]
['contig_72012', 58312]
['contig_97538', 58304]
['contig_125252', 58278]
['contig_68719', 58277]
['contig_117034', 58266]
['contig_65597', 58263]
['contig_34091', 58243]
['contig_61137', 58222]
['contig_73155', 58221]
['contig_41692', 58220]
['contig_33996', 58217]
['contig_30834', 58209]
['contig_79166', 58208]
['contig_65078', 58203]
['contig_128942', 58199]
['contig_105871', 58178]
['contig_76363', 58172]
['contig_81343', 58154]
['contig_101266', 58152]
['contig_73746', 58131]
['contig_35643', 58126]
['contig_83154', 58103]
['contig_140658', 58089]
['contig_39444', 58086]
['contig_124560', 58048]
['contig_78521', 58046]
['contig_54483', 58043]
['contig_28663', 58032]
['contig_26745', 58020]
['contig_122078', 58014]
['contig_136394', 58013]
['contig_71247', 57993]
['contig_7439', 57984]
['contig_79585', 57966]
['contig_132829', 57964]
['contig_60720', 57938]
['contig_68093', 57921]
['contig_25554', 57920]
['contig_34319', 57917]
['contig_75653', 57906]
['contig_78209', 57904]
['contig_88335', 57903]
['contig_130562', 57899]
['contig_81758', 57894]
['contig_119947', 57892]
['contig_89425', 57887]
['contig_3841', 57881]
['contig_72801', 57878]
['contig_51960', 57877]
['contig_40126', 57871]
['contig_46344', 57859]
['contig_91746', 57858]
['contig_79721', 57849]
['contig_27176', 57846]
['contig_36272', 57841]
['contig_80069', 57823]
['contig_61230', 57817]
['contig_16506', 57812]
['contig_77141', 57811]
['contig_77015', 57803]
['contig_26855', 57802]
['contig_58578', 57795]
['contig_120361', 57793]
['contig_55024', 57789]
['contig_53695', 57784]
['contig_1001', 57783]
['contig_17802', 57781]
['contig_85715', 57768]
['contig_33472', 57753]
['contig_6551', 57750]
['contig_78383', 57737]
['contig_85559', 57729]
['contig_34041', 57729]
['contig_291', 57724]
['contig_94132', 57722]
['contig_91776', 57715]
['contig_135120', 57706]
['contig_73203', 57694]
['contig_61174', 57689]
['contig_135049', 57682]
['contig_60127', 57679]
['contig_96278', 57679]
['contig_89466', 57677]
['contig_63410', 57670]
['contig_34981', 57660]
['contig_78229', 57657]
['contig_16444', 57651]
['contig_26270', 57642]
['contig_59947', 57639]
['contig_50037', 57632]
['contig_68790', 57615]
['contig_1487', 57602]
['contig_57293', 57599]
['contig_62914', 57594]
['contig_77231', 57583]
['contig_66865', 57581]
['contig_92465', 57570]
['contig_24654', 57564]
['contig_59798', 57561]
['contig_131257', 57560]
['contig_68091', 57546]
['contig_66877', 57539]
['contig_52456', 57519]
['contig_81740', 57511]
['contig_23015', 57504]
['contig_72160', 57500]
['contig_137993', 57500]
['contig_51433', 57483]
['contig_7455', 57473]
['contig_82915', 57457]
['contig_69938', 57446]
['contig_57354', 57444]
['contig_12223', 57444]
['contig_81481', 57443]
['contig_33492', 57442]
['contig_141076', 57430]
['contig_98356', 57413]
['contig_27486', 57406]
['contig_43969', 57402]
['contig_77355', 57401]
['contig_38352', 57399]
['contig_35465', 57395]
['contig_19661', 57390]
['contig_89969', 57381]
['contig_127477', 57364]
['contig_76399', 57360]
['contig_36824', 57351]
['contig_97855', 57346]
['contig_99939', 57317]
['contig_86201', 57315]
['contig_25242', 57305]
['contig_66374', 57303]
['contig_74352', 57300]
['contig_26408', 57294]
['contig_90858', 57293]
['contig_81609', 57291]
['contig_67578', 57263]
['contig_71096', 57245]
['contig_76410', 57243]
['contig_119123', 57241]
['contig_123775', 57230]
['contig_121656', 57229]
['contig_89086', 57218]
['contig_28352', 57203]
['contig_54263', 57203]
['contig_52221', 57176]
['contig_85557', 57154]
['contig_28008', 57152]
['contig_7489', 57138]
['contig_67805', 57133]
['contig_4843', 57120]
['contig_45872', 57107]
