['HiC_scaffold_7', 132869780]
['HiC_scaffold_9326', 15401]
['HiC_scaffold_584', 15398]
['HiC_scaffold_11707', 15392]
['HiC_scaffold_1570', 15387]
['HiC_scaffold_11708', 15385]
['HiC_scaffold_3629', 15383]
['HiC_scaffold_5862', 15382]
['HiC_scaffold_11709', 15381]
['HiC_scaffold_11710', 15380]
['HiC_scaffold_11711', 15372]
['HiC_scaffold_11712', 15370]
['HiC_scaffold_11713', 15369]
['HiC_scaffold_3331', 15366]
['HiC_scaffold_11714', 15364]
['HiC_scaffold_6207', 15363]
['HiC_scaffold_587', 15352]
['HiC_scaffold_5255', 15352]
['HiC_scaffold_11715', 15346]
['HiC_scaffold_8764', 15345]
['HiC_scaffold_11716', 15345]
['HiC_scaffold_589', 15344]
['HiC_scaffold_11717', 15343]
['HiC_scaffold_11718', 15342]
['HiC_scaffold_3890', 15341]
['HiC_scaffold_11719', 15340]
['HiC_scaffold_11720', 15337]
['HiC_scaffold_11721', 15330]
['HiC_scaffold_11722', 15327]
['HiC_scaffold_11723', 15324]
['HiC_scaffold_11724', 15324]
['HiC_scaffold_11725', 15321]
['HiC_scaffold_7700', 15319]
['HiC_scaffold_11726', 15317]
['HiC_scaffold_588', 15316]
['HiC_scaffold_8573', 15315]
['HiC_scaffold_11727', 15313]
['HiC_scaffold_11728', 15310]
['HiC_scaffold_8196', 15304]
['HiC_scaffold_11729', 15303]
['HiC_scaffold_11730', 15302]
['HiC_scaffold_4552', 15295]
['HiC_scaffold_11731', 15295]
['HiC_scaffold_11732', 15294]
['HiC_scaffold_11733', 15294]
['HiC_scaffold_3040', 15292]
['HiC_scaffold_11734', 15290]
['HiC_scaffold_11735', 15290]
['HiC_scaffold_11736', 15287]
['HiC_scaffold_11737', 15285]
['HiC_scaffold_591', 15284]
['HiC_scaffold_257', 15283]
['HiC_scaffold_590', 15283]
['HiC_scaffold_11738', 15282]
['HiC_scaffold_11739', 15276]
['HiC_scaffold_11740', 15272]
['HiC_scaffold_11741', 15272]
['HiC_scaffold_4916', 15267]
['HiC_scaffold_11742', 15266]
['HiC_scaffold_7592', 15262]
['HiC_scaffold_9366', 15262]
['HiC_scaffold_11743', 15261]
['HiC_scaffold_11744', 15258]
['HiC_scaffold_11745', 15243]
['HiC_scaffold_11746', 15241]
['HiC_scaffold_592', 15233]
['HiC_scaffold_11747', 15233]
['HiC_scaffold_594', 15232]
['HiC_scaffold_4938', 15229]
['HiC_scaffold_7502', 15227]
['HiC_scaffold_8796', 15210]
['HiC_scaffold_3998', 15205]
['HiC_scaffold_593', 15201]
['HiC_scaffold_11748', 15201]
['HiC_scaffold_11749', 15200]
['HiC_scaffold_11750', 15195]
['HiC_scaffold_11751', 15194]
['HiC_scaffold_11752', 15191]
['HiC_scaffold_4729', 15189]
['HiC_scaffold_7979', 15188]
['HiC_scaffold_562', 15187]
['HiC_scaffold_11753', 15185]
['HiC_scaffold_11754', 15184]
['HiC_scaffold_11755', 15182]
['HiC_scaffold_11756', 15179]
['HiC_scaffold_11757', 15177]
['HiC_scaffold_11758', 15170]
['HiC_scaffold_4104', 15169]
['HiC_scaffold_7694', 15163]
['HiC_scaffold_11759', 15151]
['HiC_scaffold_3580', 15149]
['HiC_scaffold_11760', 15149]
['HiC_scaffold_11761', 15148]
['HiC_scaffold_11762', 15147]
['HiC_scaffold_11763', 15145]
['HiC_scaffold_11764', 15137]
['HiC_scaffold_11765', 15135]
['HiC_scaffold_11766', 15134]
['HiC_scaffold_11767', 15134]
['HiC_scaffold_11768', 15131]
['HiC_scaffold_11769', 15131]
['HiC_scaffold_3289', 15127]
['HiC_scaffold_7509', 15126]
['HiC_scaffold_9111', 15125]
['HiC_scaffold_11770', 15125]
['HiC_scaffold_7588', 15124]
['HiC_scaffold_11771', 15123]
['HiC_scaffold_11772', 15122]
['HiC_scaffold_11773', 15122]
['HiC_scaffold_11774', 15117]
['HiC_scaffold_6430', 15116]
['HiC_scaffold_11775', 15114]
['HiC_scaffold_11776', 15109]
['HiC_scaffold_7669', 15107]
['HiC_scaffold_11777', 15104]
['HiC_scaffold_3322', 15102]
['HiC_scaffold_1734', 15097]
['HiC_scaffold_6548', 15095]
['HiC_scaffold_6386', 15094]
['HiC_scaffold_11778', 15089]
['HiC_scaffold_2181', 15088]
['HiC_scaffold_6711', 15088]
['HiC_scaffold_11779', 15086]
['HiC_scaffold_11780', 15084]
['HiC_scaffold_2737', 15083]
['HiC_scaffold_11781', 15082]
['HiC_scaffold_11782', 15082]
['HiC_scaffold_595', 15077]
['HiC_scaffold_7338', 15076]
['HiC_scaffold_11783', 15075]
['HiC_scaffold_6842', 15074]
['HiC_scaffold_11784', 15073]
['HiC_scaffold_596', 15070]
['HiC_scaffold_11785', 15069]
['HiC_scaffold_597', 15063]
['HiC_scaffold_11786', 15062]
['HiC_scaffold_11787', 15060]
['HiC_scaffold_5425', 15059]
['HiC_scaffold_4569', 15055]
['HiC_scaffold_5396', 15053]
['HiC_scaffold_11788', 15053]
['HiC_scaffold_11789', 15051]
['HiC_scaffold_11790', 15050]
['HiC_scaffold_11791', 15047]
['HiC_scaffold_11792', 15033]
['HiC_scaffold_11793', 15031]
['HiC_scaffold_11794', 15020]
['HiC_scaffold_11795', 15010]
['HiC_scaffold_3678', 15009]
['HiC_scaffold_598', 15005]
['HiC_scaffold_1283', 15004]
['HiC_scaffold_11796', 15004]
['HiC_scaffold_85', 15000]
['HiC_scaffold_538', 15000]
['HiC_scaffold_599', 15000]
['HiC_scaffold_983', 15000]
['HiC_scaffold_1118', 15000]
['HiC_scaffold_1134', 15000]
['HiC_scaffold_1152', 15000]
['HiC_scaffold_1409', 15000]
['HiC_scaffold_1532', 15000]
['HiC_scaffold_1623', 15000]
['HiC_scaffold_1864', 15000]
['HiC_scaffold_2197', 15000]
['HiC_scaffold_2463', 15000]
['HiC_scaffold_2595', 15000]
['HiC_scaffold_2706', 15000]
['HiC_scaffold_2817', 15000]
['HiC_scaffold_2832', 15000]
['HiC_scaffold_2842', 15000]
['HiC_scaffold_3673', 15000]
['HiC_scaffold_3836', 15000]
['HiC_scaffold_3889', 15000]
['HiC_scaffold_4060', 15000]
['HiC_scaffold_4863', 15000]
['HiC_scaffold_5116', 15000]
['HiC_scaffold_5122', 15000]
['HiC_scaffold_5207', 15000]
['HiC_scaffold_5615', 15000]
['HiC_scaffold_6569', 15000]
['HiC_scaffold_6844', 15000]
['HiC_scaffold_10583', 15000]
['HiC_scaffold_11797', 14998]
['HiC_scaffold_11798', 14998]
['HiC_scaffold_11799', 14998]
['HiC_scaffold_11800', 14997]
['HiC_scaffold_11801', 14997]
['HiC_scaffold_11802', 14996]
['HiC_scaffold_11803', 14994]
['HiC_scaffold_11804', 14994]
['HiC_scaffold_11805', 14993]
['HiC_scaffold_8703', 14992]
['HiC_scaffold_11806', 14991]
['HiC_scaffold_11807', 14987]
['HiC_scaffold_11808', 14986]
['HiC_scaffold_11809', 14986]
['HiC_scaffold_11810', 14985]
['HiC_scaffold_8232', 14982]
['HiC_scaffold_11811', 14981]
['HiC_scaffold_11812', 14980]
['HiC_scaffold_11813', 14979]
['HiC_scaffold_11814', 14977]
['HiC_scaffold_11815', 14976]
['HiC_scaffold_11816', 14975]
['HiC_scaffold_11817', 14973]
['HiC_scaffold_4786', 14972]
['HiC_scaffold_11818', 14972]
['HiC_scaffold_11819', 14972]
['HiC_scaffold_11820', 14972]
['HiC_scaffold_11821', 14969]
['HiC_scaffold_11822', 14969]
['HiC_scaffold_11823', 14968]
['HiC_scaffold_11824', 14966]
['HiC_scaffold_5496', 14965]
['HiC_scaffold_11825', 14965]
['HiC_scaffold_11826', 14964]
['HiC_scaffold_11827', 14961]
['HiC_scaffold_11828', 14961]
['HiC_scaffold_11829', 14959]
['HiC_scaffold_11830', 14958]
['HiC_scaffold_11831', 14955]
['HiC_scaffold_11832', 14954]
['HiC_scaffold_11833', 14954]
['HiC_scaffold_11834', 14954]
['HiC_scaffold_11835', 14953]
['HiC_scaffold_11836', 14952]
['HiC_scaffold_11837', 14952]
['HiC_scaffold_11838', 14951]
['HiC_scaffold_11839', 14948]
['HiC_scaffold_11840', 14948]
['HiC_scaffold_11841', 14946]
['HiC_scaffold_2708', 14945]
['HiC_scaffold_11842', 14945]
['HiC_scaffold_11843', 14945]
['HiC_scaffold_11844', 14942]
['HiC_scaffold_11845', 14940]
['HiC_scaffold_11846', 14939]
['HiC_scaffold_6671', 14937]
['HiC_scaffold_11847', 14936]
['HiC_scaffold_2865', 14935]
['HiC_scaffold_11848', 14934]
['HiC_scaffold_11849', 14933]
['HiC_scaffold_11850', 14931]
['HiC_scaffold_11851', 14928]
['HiC_scaffold_11852', 14924]
['HiC_scaffold_11853', 14923]
['HiC_scaffold_11854', 14922]
['HiC_scaffold_11855', 14922]
['HiC_scaffold_11856', 14921]
['HiC_scaffold_11857', 14921]
['HiC_scaffold_11858', 14915]
['HiC_scaffold_11859', 14915]
['HiC_scaffold_11860', 14912]
['HiC_scaffold_11861', 14911]
['HiC_scaffold_6250', 14910]
['HiC_scaffold_11862', 14910]
['HiC_scaffold_11863', 14910]
['HiC_scaffold_11864', 14906]
['HiC_scaffold_11865', 14901]
['HiC_scaffold_2855', 14900]
['HiC_scaffold_11866', 14898]
['HiC_scaffold_981', 14893]
['HiC_scaffold_11867', 14893]
['HiC_scaffold_11868', 14887]
['HiC_scaffold_11869', 14885]
['HiC_scaffold_11870', 14883]
['HiC_scaffold_11871', 14883]
['HiC_scaffold_7963', 14881]
['HiC_scaffold_11872', 14881]
['HiC_scaffold_6612', 14879]
['HiC_scaffold_11873', 14879]
['HiC_scaffold_11874', 14878]
['HiC_scaffold_5966', 14877]
['HiC_scaffold_11875', 14877]
['HiC_scaffold_8868', 14876]
['HiC_scaffold_11876', 14876]
['HiC_scaffold_11877', 14874]
['HiC_scaffold_11878', 14873]
['HiC_scaffold_11879', 14872]
['HiC_scaffold_11880', 14870]
['HiC_scaffold_7337', 14869]
['HiC_scaffold_6477', 14867]
['HiC_scaffold_11881', 14867]
['HiC_scaffold_9365', 14866]
['HiC_scaffold_4768', 14863]
['HiC_scaffold_11882', 14863]
['HiC_scaffold_11883', 14863]
['HiC_scaffold_11884', 14863]
['HiC_scaffold_8718', 14862]
['HiC_scaffold_11885', 14860]
['HiC_scaffold_8841', 14859]
['HiC_scaffold_11886', 14859]
['HiC_scaffold_11887', 14859]
['HiC_scaffold_7659', 14858]
['HiC_scaffold_11888', 14857]
['HiC_scaffold_5308', 14855]
['HiC_scaffold_11889', 14853]
['HiC_scaffold_11890', 14851]
['HiC_scaffold_11891', 14849]
['HiC_scaffold_11892', 14847]
['HiC_scaffold_11893', 14846]
['HiC_scaffold_11894', 14845]
['HiC_scaffold_11895', 14843]
['HiC_scaffold_8620', 14842]
['HiC_scaffold_11896', 14842]
['HiC_scaffold_11897', 14841]
['HiC_scaffold_11898', 14840]
['HiC_scaffold_11899', 14840]
['HiC_scaffold_11900', 14836]
['HiC_scaffold_4666', 14835]
['HiC_scaffold_11901', 14835]
['HiC_scaffold_11902', 14835]
['HiC_scaffold_11903', 14835]
['HiC_scaffold_11904', 14829]
['HiC_scaffold_11905', 14829]
['HiC_scaffold_1627', 14822]
['HiC_scaffold_11906', 14817]
['HiC_scaffold_11907', 14816]
['HiC_scaffold_7658', 14815]
['HiC_scaffold_11908', 14814]
['HiC_scaffold_11909', 14814]
['HiC_scaffold_11910', 14811]
['HiC_scaffold_11911', 14810]
['HiC_scaffold_11912', 14810]
['HiC_scaffold_11913', 14809]
['HiC_scaffold_11914', 14808]
['HiC_scaffold_11915', 14808]
['HiC_scaffold_11916', 14808]
['HiC_scaffold_11917', 14808]
['HiC_scaffold_8880', 14807]
['HiC_scaffold_3886', 14806]
['HiC_scaffold_1476', 14804]
['HiC_scaffold_11918', 14802]
['HiC_scaffold_11919', 14801]
['HiC_scaffold_11920', 14801]
['HiC_scaffold_11921', 14800]
['HiC_scaffold_3321', 14795]
['HiC_scaffold_11922', 14793]
['HiC_scaffold_11923', 14793]
['HiC_scaffold_7008', 14789]
['HiC_scaffold_11924', 14787]
['HiC_scaffold_11925', 14786]
['HiC_scaffold_5555', 14785]
['HiC_scaffold_8616', 14783]
['HiC_scaffold_11926', 14783]
['HiC_scaffold_11927', 14780]
['HiC_scaffold_9231', 14778]
['HiC_scaffold_11928', 14775]
['HiC_scaffold_11929', 14774]
['HiC_scaffold_11930', 14772]
['HiC_scaffold_11931', 14770]
['HiC_scaffold_11932', 14765]
['HiC_scaffold_11933', 14763]
['HiC_scaffold_6066', 14762]
['HiC_scaffold_2331', 14760]
['HiC_scaffold_11934', 14760]
['HiC_scaffold_11935', 14758]
['HiC_scaffold_11936', 14756]
['HiC_scaffold_11937', 14755]
['HiC_scaffold_11938', 14755]
['HiC_scaffold_11939', 14754]
['HiC_scaffold_11940', 14752]
['HiC_scaffold_11941', 14751]
['HiC_scaffold_2617', 14750]
['HiC_scaffold_11942', 14750]
['HiC_scaffold_11943', 14744]
['HiC_scaffold_6725', 14742]
['HiC_scaffold_11944', 14740]
['HiC_scaffold_11945', 14738]
['HiC_scaffold_11946', 14738]
['HiC_scaffold_6038', 14737]
['HiC_scaffold_11947', 14736]
['HiC_scaffold_11948', 14734]
['HiC_scaffold_11949', 14733]
['HiC_scaffold_11950', 14732]
['HiC_scaffold_11951', 14731]
['HiC_scaffold_11952', 14729]
['HiC_scaffold_11953', 14726]
['HiC_scaffold_4601', 14725]
['HiC_scaffold_7748', 14724]
['HiC_scaffold_11954', 14724]
['HiC_scaffold_11955', 14722]
['HiC_scaffold_9099', 14721]
['HiC_scaffold_11956', 14721]
['HiC_scaffold_11957', 14721]
['HiC_scaffold_11958', 14721]
['HiC_scaffold_3648', 14720]
['HiC_scaffold_11959', 14718]
['HiC_scaffold_11960', 14716]
['HiC_scaffold_11961', 14714]
['HiC_scaffold_11962', 14713]
['HiC_scaffold_11963', 14710]
['HiC_scaffold_11964', 14710]
['HiC_scaffold_11965', 14708]
['HiC_scaffold_8147', 14703]
['HiC_scaffold_11966', 14703]
['HiC_scaffold_11967', 14703]
['HiC_scaffold_11968', 14702]
['HiC_scaffold_11969', 14699]
['HiC_scaffold_8979', 14697]
['HiC_scaffold_11970', 14697]
['HiC_scaffold_7315', 14695]
['HiC_scaffold_11971', 14694]
['HiC_scaffold_11972', 14690]
['HiC_scaffold_7372', 14685]
['HiC_scaffold_11973', 14685]
['HiC_scaffold_11974', 14684]
['HiC_scaffold_7441', 14683]
['HiC_scaffold_7649', 14681]
['HiC_scaffold_11975', 14681]
['HiC_scaffold_11976', 14679]
['HiC_scaffold_2934', 14677]
['HiC_scaffold_6967', 14675]
['HiC_scaffold_11977', 14674]
['HiC_scaffold_11978', 14669]
['HiC_scaffold_6595', 14666]
['HiC_scaffold_11979', 14666]
['HiC_scaffold_11980', 14665]
['HiC_scaffold_11981', 14664]
['HiC_scaffold_11982', 14663]
['HiC_scaffold_11983', 14663]
['HiC_scaffold_11984', 14659]
['HiC_scaffold_11985', 14658]
['HiC_scaffold_11986', 14658]
['HiC_scaffold_11987', 14657]
['HiC_scaffold_11988', 14656]
['HiC_scaffold_11989', 14656]
['HiC_scaffold_11990', 14655]
['HiC_scaffold_11991', 14654]
['HiC_scaffold_11992', 14649]
['HiC_scaffold_3439', 14647]
['HiC_scaffold_4813', 14646]
['HiC_scaffold_11993', 14645]
['HiC_scaffold_2685', 14644]
['HiC_scaffold_11994', 14644]
['HiC_scaffold_11995', 14641]
['HiC_scaffold_11996', 14639]
['HiC_scaffold_11997', 14637]
['HiC_scaffold_11998', 14637]
['HiC_scaffold_11999', 14637]
['HiC_scaffold_12000', 14636]
['HiC_scaffold_12001', 14636]
['HiC_scaffold_4749', 14631]
['HiC_scaffold_12002', 14631]
['HiC_scaffold_12003', 14630]
['HiC_scaffold_12004', 14630]
['HiC_scaffold_12005', 14629]
['HiC_scaffold_2998', 14628]
['HiC_scaffold_12006', 14628]
['HiC_scaffold_12007', 14626]
['HiC_scaffold_12008', 14625]
['HiC_scaffold_1048', 14623]
['HiC_scaffold_12009', 14621]
['HiC_scaffold_12010', 14621]
['HiC_scaffold_12011', 14620]
['HiC_scaffold_12012', 14620]
['HiC_scaffold_12013', 14619]
['HiC_scaffold_12014', 14616]
['HiC_scaffold_12015', 14613]
['HiC_scaffold_12016', 14610]
['HiC_scaffold_12017', 14609]
['HiC_scaffold_12018', 14609]
['HiC_scaffold_12019', 14608]
['HiC_scaffold_12020', 14608]
['HiC_scaffold_12021', 14606]
['HiC_scaffold_12022', 14604]
['HiC_scaffold_12023', 14604]
['HiC_scaffold_12024', 14603]
['HiC_scaffold_12025', 14602]
['HiC_scaffold_12026', 14599]
['HiC_scaffold_12027', 14598]
['HiC_scaffold_9276', 14597]
['HiC_scaffold_12028', 14596]
['HiC_scaffold_12029', 14596]
['HiC_scaffold_12030', 14594]
['HiC_scaffold_12031', 14591]
['HiC_scaffold_7251', 14587]
['HiC_scaffold_12032', 14585]
['HiC_scaffold_12033', 14584]
['HiC_scaffold_1045', 14581]
['HiC_scaffold_12034', 14581]
['HiC_scaffold_12035', 14578]
['HiC_scaffold_12036', 14577]
['HiC_scaffold_12037', 14577]
['HiC_scaffold_8136', 14574]
['HiC_scaffold_12038', 14573]
['HiC_scaffold_4537', 14572]
['HiC_scaffold_12039', 14570]
['HiC_scaffold_12040', 14570]
['HiC_scaffold_1741', 14569]
['HiC_scaffold_12041', 14567]
['HiC_scaffold_12042', 14566]
['HiC_scaffold_12043', 14566]
['HiC_scaffold_12044', 14565]
['HiC_scaffold_12045', 14563]
['HiC_scaffold_12046', 14563]
['HiC_scaffold_3214', 14561]
['HiC_scaffold_12047', 14561]
['HiC_scaffold_12048', 14561]
['HiC_scaffold_12049', 14561]
['HiC_scaffold_1555', 14558]
['HiC_scaffold_12050', 14558]
['HiC_scaffold_12051', 14555]
['HiC_scaffold_12052', 14552]
['HiC_scaffold_6587', 14548]
['HiC_scaffold_12053', 14548]
['HiC_scaffold_12054', 14543]
['HiC_scaffold_12055', 14540]
['HiC_scaffold_7256', 14538]
['HiC_scaffold_12056', 14538]
['HiC_scaffold_12057', 14538]
['HiC_scaffold_6514', 14537]
['HiC_scaffold_12058', 14536]
['HiC_scaffold_2221', 14534]
['HiC_scaffold_7212', 14532]
['HiC_scaffold_12059', 14531]
['HiC_scaffold_12060', 14530]
['HiC_scaffold_12061', 14528]
['HiC_scaffold_3554', 14527]
['HiC_scaffold_5839', 14527]
['HiC_scaffold_12062', 14526]
['HiC_scaffold_12063', 14524]
['HiC_scaffold_12064', 14523]
['HiC_scaffold_12065', 14521]
['HiC_scaffold_2268', 14519]
['HiC_scaffold_12066', 14519]
['HiC_scaffold_3138', 14517]
['HiC_scaffold_12067', 14517]
['HiC_scaffold_12068', 14517]
['HiC_scaffold_12069', 14517]
['HiC_scaffold_12070', 14510]
['HiC_scaffold_12071', 14508]
['HiC_scaffold_12072', 14507]
['HiC_scaffold_12073', 14506]
['HiC_scaffold_12074', 14506]
['HiC_scaffold_12075', 14505]
['HiC_scaffold_12076', 14505]
['HiC_scaffold_12077', 14505]
['HiC_scaffold_8267', 14504]
['HiC_scaffold_5614', 14501]
['HiC_scaffold_12078', 14500]
['HiC_scaffold_12079', 14498]
['HiC_scaffold_12080', 14494]
['HiC_scaffold_1279', 14490]
['HiC_scaffold_3875', 14490]
['HiC_scaffold_12081', 14490]
['HiC_scaffold_12082', 14488]
['HiC_scaffold_12083', 14488]
['HiC_scaffold_8095', 14484]
['HiC_scaffold_12084', 14484]
['HiC_scaffold_12085', 14483]
['HiC_scaffold_3967', 14482]
['HiC_scaffold_12086', 14480]
['HiC_scaffold_12087', 14480]
['HiC_scaffold_3173', 14478]
['HiC_scaffold_12088', 14478]
['HiC_scaffold_12089', 14478]
['HiC_scaffold_12090', 14478]
['HiC_scaffold_12091', 14477]
['HiC_scaffold_12092', 14475]
['HiC_scaffold_9347', 14472]
['HiC_scaffold_12093', 14472]
['HiC_scaffold_12094', 14471]
['HiC_scaffold_679', 14469]
['HiC_scaffold_12095', 14468]
['HiC_scaffold_12096', 14467]
['HiC_scaffold_12097', 14465]
['HiC_scaffold_12098', 14465]
['HiC_scaffold_12099', 14462]
['HiC_scaffold_12100', 14462]
['HiC_scaffold_1621', 14458]
['HiC_scaffold_12101', 14458]
['HiC_scaffold_12102', 14458]
['HiC_scaffold_12103', 14454]
['HiC_scaffold_12104', 14454]
['HiC_scaffold_12105', 14454]
['HiC_scaffold_4965', 14452]
['HiC_scaffold_12106', 14452]
['HiC_scaffold_12107', 14448]
['HiC_scaffold_12108', 14446]
['HiC_scaffold_12109', 14445]
['HiC_scaffold_12110', 14445]
['HiC_scaffold_12111', 14445]
['HiC_scaffold_12112', 14445]
['HiC_scaffold_12113', 14443]
['HiC_scaffold_939', 14442]
['HiC_scaffold_12114', 14440]
['HiC_scaffold_8927', 14435]
['HiC_scaffold_12115', 14431]
['HiC_scaffold_12116', 14423]
['HiC_scaffold_8852', 14422]
['HiC_scaffold_12117', 14421]
['HiC_scaffold_12118', 14418]
['HiC_scaffold_7221', 14415]
['HiC_scaffold_7512', 14412]
['HiC_scaffold_12119', 14409]
['HiC_scaffold_12120', 14406]
['HiC_scaffold_12121', 14404]
['HiC_scaffold_12122', 14403]
['HiC_scaffold_12123', 14403]
['HiC_scaffold_12124', 14402]
['HiC_scaffold_5834', 14400]
['HiC_scaffold_12125', 14400]
['HiC_scaffold_12126', 14400]
['HiC_scaffold_1846', 14399]
['HiC_scaffold_12127', 14398]
['HiC_scaffold_12128', 14396]
['HiC_scaffold_3583', 14395]
['HiC_scaffold_6833', 14394]
['HiC_scaffold_12129', 14393]
['HiC_scaffold_12130', 14391]
['HiC_scaffold_8918', 14390]
['HiC_scaffold_12131', 14390]
['HiC_scaffold_12132', 14390]
['HiC_scaffold_12133', 14389]
['HiC_scaffold_12134', 14388]
['HiC_scaffold_1569', 14387]
['HiC_scaffold_6119', 14384]
['HiC_scaffold_12135', 14383]
['HiC_scaffold_12136', 14380]
['HiC_scaffold_7532', 14378]
['HiC_scaffold_12137', 14378]
['HiC_scaffold_12138', 14377]
['HiC_scaffold_12139', 14376]
['HiC_scaffold_12140', 14376]
['HiC_scaffold_12141', 14374]
['HiC_scaffold_12142', 14373]
['HiC_scaffold_12143', 14372]
['HiC_scaffold_12144', 14370]
['HiC_scaffold_12145', 14370]
['HiC_scaffold_8942', 14369]
['HiC_scaffold_12146', 14369]
['HiC_scaffold_12147', 14366]
['HiC_scaffold_12148', 14365]
['HiC_scaffold_6354', 14364]
['HiC_scaffold_12149', 14364]
['HiC_scaffold_12150', 14362]
['HiC_scaffold_12151', 14361]
['HiC_scaffold_8590', 14360]
['HiC_scaffold_12152', 14357]
['HiC_scaffold_12153', 14357]
['HiC_scaffold_12154', 14355]
['HiC_scaffold_12155', 14354]
['HiC_scaffold_12156', 14354]
['HiC_scaffold_12157', 14353]
['HiC_scaffold_12158', 14351]
['HiC_scaffold_8587', 14349]
['HiC_scaffold_12159', 14349]
['HiC_scaffold_12160', 14349]
['HiC_scaffold_12161', 14348]
['HiC_scaffold_12162', 14347]
['HiC_scaffold_12163', 14344]
['HiC_scaffold_12164', 14343]
['HiC_scaffold_6412', 14342]
['HiC_scaffold_12165', 14341]
['HiC_scaffold_12166', 14340]
['HiC_scaffold_12167', 14340]
['HiC_scaffold_12168', 14339]
['HiC_scaffold_12169', 14335]
['HiC_scaffold_12170', 14335]
['HiC_scaffold_12171', 14333]
['HiC_scaffold_12172', 14333]
['HiC_scaffold_12173', 14332]
['HiC_scaffold_12174', 14330]
['HiC_scaffold_12175', 14329]
['HiC_scaffold_9303', 14328]
['HiC_scaffold_12176', 14328]
['HiC_scaffold_12177', 14328]
['HiC_scaffold_12178', 14327]
['HiC_scaffold_12179', 14327]
['HiC_scaffold_12180', 14326]
['HiC_scaffold_12181', 14325]
['HiC_scaffold_12182', 14320]
['HiC_scaffold_6421', 14317]
['HiC_scaffold_12183', 14317]
['HiC_scaffold_12184', 14317]
['HiC_scaffold_7321', 14315]
['HiC_scaffold_12185', 14315]
['HiC_scaffold_4898', 14314]
['HiC_scaffold_12186', 14310]
['HiC_scaffold_12187', 14308]
['HiC_scaffold_12188', 14308]
['HiC_scaffold_12189', 14305]
['HiC_scaffold_12190', 14304]
['HiC_scaffold_12191', 14304]
['HiC_scaffold_12192', 14302]
['HiC_scaffold_12193', 14302]
['HiC_scaffold_12194', 14299]
['HiC_scaffold_12195', 14296]
['HiC_scaffold_12196', 14295]
['HiC_scaffold_12197', 14294]
['HiC_scaffold_12198', 14291]
['HiC_scaffold_12199', 14290]
['HiC_scaffold_12200', 14290]
['HiC_scaffold_7232', 14289]
['HiC_scaffold_12201', 14289]
['HiC_scaffold_12202', 14286]
['HiC_scaffold_12203', 14286]
['HiC_scaffold_12204', 14282]
['HiC_scaffold_12205', 14282]
['HiC_scaffold_12206', 14282]
['HiC_scaffold_12207', 14281]
['HiC_scaffold_12208', 14280]
['HiC_scaffold_12209', 14279]
['HiC_scaffold_12210', 14278]
['HiC_scaffold_2311', 14274]
['HiC_scaffold_12211', 14274]
['HiC_scaffold_5022', 14272]
['HiC_scaffold_12212', 14272]
['HiC_scaffold_12213', 14271]
['HiC_scaffold_12214', 14270]
['HiC_scaffold_12215', 14269]
['HiC_scaffold_12216', 14269]
['HiC_scaffold_12217', 14264]
['HiC_scaffold_12218', 14262]
['HiC_scaffold_12219', 14261]
['HiC_scaffold_12220', 14258]
['HiC_scaffold_8568', 14257]
['HiC_scaffold_12221', 14257]
['HiC_scaffold_12222', 14257]
['HiC_scaffold_1992', 14256]
['HiC_scaffold_12223', 14254]
['HiC_scaffold_5687', 14253]
['HiC_scaffold_12224', 14253]
['HiC_scaffold_12225', 14253]
['HiC_scaffold_9011', 14252]
['HiC_scaffold_12226', 14250]
['HiC_scaffold_12227', 14248]
['HiC_scaffold_12228', 14247]
['HiC_scaffold_8189', 14246]
['HiC_scaffold_12229', 14245]
['HiC_scaffold_12230', 14245]
['HiC_scaffold_12231', 14243]
['HiC_scaffold_12232', 14240]
['HiC_scaffold_12233', 14240]
['HiC_scaffold_12234', 14238]
['HiC_scaffold_12235', 14236]
['HiC_scaffold_12236', 14234]
['HiC_scaffold_12237', 14234]
['HiC_scaffold_12238', 14232]
['HiC_scaffold_894', 14231]
['HiC_scaffold_12239', 14231]
['HiC_scaffold_12240', 14228]
['HiC_scaffold_12241', 14228]
['HiC_scaffold_12242', 14227]
['HiC_scaffold_9348', 14225]
['HiC_scaffold_12243', 14225]
['HiC_scaffold_12244', 14224]
['HiC_scaffold_12245', 14224]
['HiC_scaffold_12246', 14223]
['HiC_scaffold_12247', 14223]
['HiC_scaffold_12248', 14222]
['HiC_scaffold_12249', 14221]
['HiC_scaffold_12250', 14219]
['HiC_scaffold_12251', 14219]
['HiC_scaffold_12252', 14218]
['HiC_scaffold_12253', 14218]
['HiC_scaffold_6233', 14217]
['HiC_scaffold_12254', 14217]
['HiC_scaffold_12255', 14216]
['HiC_scaffold_12256', 14215]
['HiC_scaffold_12257', 14214]
['HiC_scaffold_1977', 14213]
['HiC_scaffold_12258', 14212]
['HiC_scaffold_12259', 14210]
['HiC_scaffold_12260', 14206]
['HiC_scaffold_12261', 14205]
['HiC_scaffold_12262', 14203]
['HiC_scaffold_12263', 14202]
['HiC_scaffold_12264', 14198]
['HiC_scaffold_12265', 14198]
['HiC_scaffold_4999', 14197]
['HiC_scaffold_12266', 14196]
['HiC_scaffold_12267', 14196]
['HiC_scaffold_12268', 14195]
['HiC_scaffold_4536', 14191]
['HiC_scaffold_12269', 14188]
['HiC_scaffold_12270', 14188]
['HiC_scaffold_6448', 14186]
