['contig_12507', 1080899]
['contig_29811', 46218]
['contig_102963', 46214]
['contig_90786', 46214]
['contig_74343', 46208]
['contig_88685', 46199]
['contig_69575', 46194]
['contig_86383', 46192]
['contig_14411', 46191]
['contig_73906', 46190]
['contig_81039', 46189]
['contig_93211', 46178]
['contig_115519', 46176]
['contig_87012', 46172]
['contig_61219', 46163]
['contig_44497', 46162]
['contig_103207', 46159]
['contig_88772', 46159]
['contig_101572', 46157]
['contig_84237', 46155]
['contig_126821', 46151]
['contig_137660', 46144]
['contig_43531', 46141]
['contig_45512', 46138]
['contig_55829', 46132]
['contig_68453', 46132]
['contig_96733', 46130]
['contig_116642', 46123]
['contig_77384', 46123]
['contig_82286', 46122]
['contig_114711', 46113]
['contig_91521', 46111]
['contig_55071', 46104]
['contig_112092', 46103]
['contig_86330', 46100]
['contig_62152', 46096]
['contig_137633', 46094]
['contig_105044', 46091]
['contig_72461', 46087]
['contig_91952', 46087]
['contig_101966', 46085]
['contig_99628', 46084]
['contig_35985', 46079]
['contig_116083', 46078]
['contig_87164', 46078]
['contig_117982', 46077]
['contig_81540', 46074]
['contig_115376', 46072]
['contig_77276', 46070]
['contig_10967', 46064]
['contig_115418', 46060]
['contig_110587', 46059]
['contig_8112', 46049]
['contig_48855', 46048]
['contig_138240', 46043]
['contig_110865', 46038]
['contig_76429', 46037]
['contig_118886', 46034]
['contig_55748', 46024]
['contig_59631', 46023]
['contig_71279', 46023]
['contig_69188', 46022]
['contig_18502', 46020]
['contig_46630', 46020]
['contig_97004', 46017]
['contig_95222', 46009]
['contig_79415', 46007]
['contig_75326', 46004]
['contig_96179', 45993]
['contig_91958', 45992]
['contig_75464', 45991]
['contig_91222', 45991]
['contig_75821', 45990]
['contig_129432', 45987]
['contig_14242', 45985]
['contig_88045', 45970]
['contig_64005', 45967]
['contig_137067', 45963]
['contig_105868', 45962]
['contig_89928', 45958]
['contig_95587', 45956]
['contig_138927', 45955]
['contig_102081', 45943]
['contig_87620', 45939]
['contig_15143', 45925]
['contig_62492', 45924]
['contig_133166', 45922]
['contig_99587', 45915]
['contig_74209', 45914]
['contig_107810', 45910]
['contig_43177', 45907]
['contig_111194', 45902]
['contig_68695', 45901]
['contig_112067', 45899]
['contig_115115', 45899]
['contig_100937', 45890]
['contig_16961', 45880]
['contig_99550', 45867]
['contig_131672', 45859]
['contig_116980', 45858]
['contig_19675', 45857]
['contig_13797', 45853]
['contig_115256', 45849]
['contig_37120', 45848]
['contig_73618', 45847]
['contig_96155', 45847]
['contig_84405', 45843]
['contig_84023', 45832]
['contig_96809', 45831]
['contig_93916', 45830]
['contig_66550', 45828]
['contig_121127', 45827]
['contig_80209', 45827]
['contig_81829', 45827]
['contig_70788', 45826]
['contig_123016', 45823]
['contig_117179', 45820]
['contig_82777', 45820]
['contig_55286', 45813]
['contig_24516', 45804]
['contig_65563', 45796]
['contig_117078', 45792]
['contig_135064', 45789]
['contig_18509', 45786]
['contig_9769', 45784]
['contig_72994', 45782]
['contig_67126', 45772]
['contig_71455', 45769]
['contig_12855', 45764]
['contig_96319', 45763]
['contig_111450', 45759]
['contig_120285', 45749]
['contig_85263', 45748]
['contig_97373', 45746]
['contig_34329', 45743]
['contig_68195', 45743]
['contig_136961', 45740]
['contig_137054', 45740]
['contig_127630', 45730]
['contig_64845', 45729]
['contig_70440', 45724]
['contig_75109', 45722]
['contig_62520', 45721]
['contig_85097', 45714]
['contig_50890', 45712]
['contig_99281', 45712]
['contig_95033', 45711]
['contig_77142', 45709]
['contig_131079', 45706]
['contig_63150', 45705]
['contig_60133', 45698]
['contig_17787', 45697]
['contig_74087', 45692]
['contig_69035', 45690]
['contig_125274', 45686]
['contig_104526', 45685]
['contig_112427', 45679]
['contig_87721', 45675]
['contig_124474', 45673]
['contig_52798', 45672]
['contig_8913', 45668]
['contig_60570', 45664]
['contig_100757', 45662]
['contig_55499', 45661]
['contig_65553', 45658]
['contig_79888', 45658]
['contig_109807', 45655]
['contig_98982', 45649]
['contig_124350', 45646]
['contig_79031', 45646]
['contig_26523', 45640]
['contig_91494', 45639]
['contig_112607', 45638]
['contig_72714', 45638]
['contig_84318', 45636]
['contig_114191', 45631]
['contig_135198', 45630]
['contig_113580', 45623]
['contig_30363', 45622]
['contig_75372', 45621]
['contig_78885', 45619]
['contig_43897', 45617]
['contig_116790', 45616]
['contig_99301', 45615]
['contig_108355', 45611]
['contig_19602', 45611]
['contig_114868', 45607]
['contig_96200', 45606]
['contig_63881', 45603]
['contig_139158', 45601]
['contig_69774', 45601]
['contig_64492', 45596]
['contig_84196', 45591]
['contig_9150', 45591]
['contig_88760', 45588]
['contig_41673', 45584]
['contig_88360', 45584]
['contig_58723', 45581]
['contig_87875', 45572]
['contig_105344', 45563]
['contig_78619', 45562]
['contig_37987', 45552]
['contig_140687', 45549]
['contig_43041', 45549]
['contig_62649', 45549]
['contig_54760', 45543]
['contig_65695', 45539]
['contig_73075', 45537]
['contig_26364', 45529]
['contig_74068', 45519]
['contig_65201', 45515]
['contig_68324', 45507]
['contig_82085', 45503]
['contig_68956', 45496]
['contig_136077', 45495]
['contig_86112', 45491]
['contig_107753', 45489]
['contig_86942', 45480]
['contig_137635', 45476]
['contig_79157', 45475]
['contig_88168', 45475]
['contig_68293', 45473]
['contig_84507', 45470]
['contig_11254', 45468]
['contig_67472', 45459]
['contig_132854', 45452]
['contig_138857', 45447]
['contig_89816', 45442]
['contig_89812', 45433]
['contig_104938', 45428]
['contig_67032', 45425]
['contig_89194', 45417]
['contig_17348', 45402]
['contig_80533', 45397]
['contig_78604', 45395]
['contig_80174', 45394]
['contig_118518', 45392]
['contig_111718', 45390]
['contig_85776', 45388]
['contig_114699', 45379]
['contig_77575', 45378]
['contig_102064', 45377]
['contig_76721', 45377]
['contig_94114', 45375]
['contig_103824', 45372]
['contig_50956', 45372]
['contig_141020', 45371]
['contig_82143', 45371]
['contig_82702', 45371]
['contig_101482', 45364]
['contig_140769', 45363]
['contig_122948', 45360]
['contig_133082', 45354]
['contig_45802', 45350]
['contig_63959', 45347]
['contig_100741', 45345]
['contig_58244', 45343]
['contig_80267', 45341]
['contig_76794', 45340]
['contig_131029', 45339]
['contig_130560', 45337]
['contig_129078', 45318]
['contig_80121', 45317]
['contig_88353', 45317]
['contig_97819', 45317]
['contig_79416', 45308]
['contig_134958', 45298]
['contig_119216', 45297]
['contig_33930', 45297]
['contig_78310', 45293]
['contig_12667', 45292]
['contig_106438', 45289]
['contig_74982', 45287]
['contig_26060', 45286]
['contig_29370', 45286]
['contig_65705', 45284]
['contig_117119', 45283]
['contig_77658', 45269]
['contig_135013', 45267]
['contig_133864', 45265]
['contig_141074', 45263]
['contig_80807', 45251]
['contig_26263', 45248]
['contig_47505', 45241]
['contig_120607', 45240]
['contig_60526', 45234]
['contig_61859', 45234]
['contig_131857', 45231]
['contig_47801', 45228]
['contig_13271', 45224]
['contig_83351', 45220]
['contig_71948', 45219]
['contig_67569', 45215]
['contig_77414', 45210]
['contig_134625', 45208]
['contig_92894', 45205]
['contig_124020', 45203]
['contig_65645', 45202]
['contig_71076', 45202]
['contig_12425', 45201]
['contig_57020', 45200]
['contig_117997', 45197]
['contig_96256', 45188]
['contig_86218', 45187]
['contig_99213', 45185]
['contig_55988', 45181]
['contig_56741', 45178]
['contig_139780', 45177]
['contig_51485', 45175]
['contig_58462', 45171]
['contig_100928', 45170]
['contig_74240', 45164]
['contig_121688', 45163]
['contig_26553', 45158]
['contig_99613', 45157]
['contig_97694', 45152]
['contig_18116', 45148]
['contig_91437', 45148]
['contig_71032', 45143]
['contig_116068', 45135]
['contig_108949', 45133]
['contig_59332', 45133]
['contig_59434', 45131]
['contig_38893', 45130]
['contig_59567', 45129]
['contig_137475', 45125]
['contig_107391', 45118]
['contig_114768', 45118]
['contig_75460', 45117]
['contig_102482', 45116]
['contig_60843', 45109]
['contig_95035', 45107]
['contig_114070', 45106]
['contig_105153', 45098]
['contig_17677', 45096]
['contig_70045', 45095]
['contig_124658', 45093]
['contig_84693', 45092]
['contig_83116', 45090]
['contig_77978', 45085]
['contig_83679', 45082]
['contig_118770', 45078]
['contig_36974', 45078]
['contig_131755', 45077]
['contig_34908', 45075]
['contig_63174', 45074]
['contig_65314', 45074]
['contig_104107', 45071]
['contig_73756', 45060]
['contig_88387', 45058]
['contig_72233', 45054]
['contig_44008', 45051]
['contig_60220', 45051]
['contig_63126', 45051]
['contig_85552', 45047]
['contig_104954', 45037]
['contig_81659', 45035]
['contig_70662', 45032]
['contig_97771', 45023]
['contig_74427', 45022]
['contig_88954', 45020]
['contig_56033', 45019]
['contig_101968', 45015]
['contig_50243', 45014]
['contig_48011', 45011]
['contig_99207', 45008]
['contig_30773', 45002]
['contig_117117', 44998]
['contig_81281', 44996]
['contig_66451', 44994]
['contig_58093', 44987]
['contig_59976', 44984]
['contig_78996', 44984]
['contig_109013', 44982]
['contig_64244', 44980]
['contig_24077', 44977]
['contig_76975', 44977]
['contig_82567', 44968]
['contig_122444', 44964]
['contig_79607', 44963]
['contig_23763', 44961]
['contig_92066', 44961]
['contig_77493', 44958]
['contig_74513', 44956]
['contig_131091', 44953]
['contig_135457', 44951]
['contig_106614', 44946]
['contig_62159', 44946]
['contig_68613', 44940]
['contig_89110', 44939]
['contig_79243', 44938]
['contig_138018', 44937]
['contig_70394', 44934]
['contig_75236', 44934]
['contig_35531', 44933]
['contig_80101', 44931]
['contig_132512', 44930]
['contig_138288', 44922]
['contig_99888', 44919]
['contig_113494', 44913]
['contig_96594', 44905]
['contig_119644', 44903]
['contig_108757', 44897]
['contig_80579', 44891]
['contig_17530', 44878]
['contig_6159', 44878]
['contig_43191', 44874]
['contig_109663', 44872]
['contig_79325', 44870]
['contig_116098', 44869]
['contig_94310', 44868]
['contig_131964', 44866]
['contig_103348', 44861]
['contig_42669', 44861]
['contig_89675', 44861]
['contig_103422', 44857]
['contig_69155', 44857]
['contig_29546', 44854]
['contig_5974', 44851]
['contig_84370', 44850]
['contig_131094', 44849]
['contig_64276', 44849]
['contig_139139', 44841]
['contig_140228', 44841]
['contig_18166', 44840]
['contig_139642', 44838]
['contig_73450', 44835]
['contig_66764', 44832]
['contig_71134', 44829]
['contig_93366', 44829]
['contig_88151', 44828]
['contig_45352', 44827]
['contig_58390', 44826]
['contig_100918', 44825]
['contig_89002', 44814]
['contig_18481', 44806]
['contig_62085', 44806]
['contig_1441', 44805]
['contig_110731', 44804]
['contig_79050', 44804]
['contig_136436', 44797]
['contig_90214', 44786]
['contig_24708', 44784]
['contig_104533', 44782]
['contig_45878', 44779]
['contig_70467', 44778]
['contig_93414', 44775]
['contig_86585', 44774]
['contig_80831', 44773]
['contig_83581', 44770]
['contig_15230', 44756]
['contig_6556', 44756]
['contig_77527', 44756]
['contig_29820', 44751]
['contig_25245', 44744]
['contig_67865', 44744]
['contig_135540', 44735]
['contig_138429', 44729]
['contig_72543', 44727]
['contig_100516', 44724]
['contig_77233', 44721]
['contig_137478', 44720]
['contig_101156', 44719]
['contig_89931', 44718]
['contig_78854', 44716]
['contig_68827', 44715]
['contig_129421', 44708]
['contig_33217', 44708]
['contig_36913', 44707]
['contig_21027', 44704]
['contig_4695', 44702]
['contig_117522', 44701]
['contig_64482', 44699]
['contig_81912', 44698]
['contig_48773', 44696]
['contig_86052', 44693]
['contig_136143', 44688]
['contig_58492', 44682]
['contig_32576', 44680]
['contig_62625', 44680]
['contig_104479', 44679]
['contig_51500', 44678]
['contig_89833', 44673]
['contig_115602', 44671]
['contig_29651', 44670]
['contig_30242', 44669]
['contig_105311', 44668]
['contig_40083', 44667]
['contig_100424', 44665]
['contig_24924', 44662]
['contig_78582', 44656]
['contig_118457', 44655]
['contig_2748', 44655]
['contig_77791', 44655]
['contig_78676', 44653]
['contig_127831', 44652]
['contig_71088', 44648]
['contig_77198', 44648]
['contig_23543', 44645]
['contig_70474', 44645]
['contig_50007', 44643]
['contig_103959', 44633]
['contig_2990', 44632]
['contig_90236', 44632]
['contig_132405', 44630]
['contig_97412', 44630]
['contig_56668', 44628]
['contig_99073', 44628]
['contig_68291', 44624]
['contig_84801', 44623]
['contig_63373', 44622]
['contig_71582', 44618]
['contig_100743', 44616]
['contig_106155', 44616]
['contig_81210', 44614]
['contig_49998', 44612]
['contig_97099', 44611]
['contig_59253', 44609]
['contig_54617', 44608]
['contig_75130', 44600]
['contig_83826', 44600]
['contig_102621', 44599]
['contig_95017', 44590]
['contig_71814', 44587]
['contig_110142', 44586]
['contig_33608', 44580]
['contig_39217', 44579]
['contig_82445', 44569]
['contig_115094', 44565]
['contig_52277', 44550]
['contig_79541', 44547]
['contig_103584', 44537]
['contig_59160', 44534]
['contig_59982', 44532]
['contig_65008', 44529]
['contig_133574', 44525]
['contig_69261', 44517]
['contig_30259', 44515]
['contig_33195', 44512]
['contig_111424', 44508]
['contig_72490', 44499]
['contig_88350', 44498]
['contig_116782', 44497]
['contig_85909', 44496]
['contig_1852', 44487]
['contig_83405', 44483]
['contig_100105', 44477]
['contig_68094', 44477]
['contig_76043', 44477]
['contig_87567', 44476]
['contig_136271', 44474]
['contig_95266', 44466]
['contig_75925', 44465]
['contig_52245', 44462]
['contig_41786', 44455]
['contig_118415', 44454]
['contig_20119', 44446]
['contig_64552', 44444]
['contig_84416', 44442]
['contig_71212', 44441]
['contig_4562', 44440]
['contig_113748', 44437]
['contig_118100', 44436]
['contig_82514', 44436]
['contig_105443', 44434]
['contig_111700', 44431]
['contig_4520', 44425]
['contig_91896', 44422]
['contig_89887', 44420]
['contig_136701', 44413]
['contig_64597', 44403]
['contig_107496', 44401]
['contig_110721', 44401]
['contig_90733', 44399]
['contig_64437', 44398]
['contig_61679', 44395]
['contig_117257', 44389]
['contig_60659', 44387]
['contig_131343', 44386]
['contig_104416', 44385]
['contig_125731', 44383]
['contig_138803', 44382]
['contig_88426', 44379]
['contig_63767', 44374]
['contig_79111', 44373]
['contig_68519', 44372]
['contig_70069', 44370]
['contig_50019', 44364]
['contig_97675', 44362]
['contig_136690', 44361]
['contig_84595', 44361]
['contig_54390', 44355]
['contig_32362', 44354]
['contig_76880', 44353]
['contig_92719', 44351]
['contig_60425', 44350]
['contig_54677', 44344]
['contig_87027', 44344]
['contig_83240', 44342]
['contig_11339', 44341]
['contig_63467', 44341]
['contig_102782', 44338]
['contig_66616', 44335]
['contig_70526', 44333]
['contig_99407', 44332]
['contig_109861', 44330]
['contig_103349', 44327]
['contig_1979', 44326]
['contig_98135', 44320]
['contig_28688', 44319]
['contig_129993', 44318]
['contig_9015', 44315]
['contig_74344', 44312]
['contig_51840', 44310]
['contig_14639', 44307]
['contig_112142', 44305]
['contig_24928', 44305]
['contig_119834', 44301]
['contig_64332', 44299]
['contig_86312', 44299]
['contig_120201', 44296]
['contig_112594', 44295]
['contig_20473', 44287]
['contig_66011', 44286]
['contig_43768', 44283]
['contig_103982', 44281]
['contig_136885', 44279]
['contig_83273', 44279]
['contig_64740', 44276]
['contig_130874', 44275]
['contig_63878', 44271]
['contig_101755', 44270]
['contig_74881', 44266]
['contig_83572', 44257]
['contig_126971', 44256]
['contig_62963', 44253]
['contig_70082', 44249]
['contig_126989', 44243]
['contig_64812', 44242]
['contig_113711', 44223]
['contig_77010', 44218]
['contig_126656', 44216]
['contig_73991', 44215]
['contig_62519', 44214]
['contig_48780', 44213]
['contig_117885', 44207]
['contig_95397', 44207]
['contig_133837', 44206]
['contig_32685', 44206]
['contig_106497', 44203]
['contig_124185', 44203]
['contig_79879', 44201]
['contig_105475', 44200]
['contig_77614', 44198]
['contig_109084', 44197]
['contig_8981', 44196]
['contig_48090', 44194]
['contig_80100', 44194]
['contig_119824', 44193]
['contig_125382', 44192]
['contig_61053', 44188]
['contig_68016', 44188]
['contig_134374', 44183]
['contig_135438', 44181]
['contig_91281', 44181]
['contig_111566', 44171]
['contig_84497', 44169]
['contig_123024', 44168]
['contig_83255', 44167]
['contig_35391', 44158]
['contig_133480', 44157]
['contig_33920', 44155]
['contig_26258', 44151]
['contig_61128', 44151]
['contig_86213', 44151]
['contig_81062', 44149]
['contig_81838', 44149]
['contig_77098', 44148]
['contig_72324', 44145]
['contig_36815', 44137]
['contig_44752', 44136]
['contig_126062', 44129]
['contig_60363', 44127]
['contig_121862', 44124]
['contig_91062', 44123]
['contig_64591', 44118]
['contig_77422', 44118]
['contig_66389', 44106]
['contig_69141', 44106]
['contig_110418', 44103]
['contig_117303', 44102]
['contig_77794', 44079]
['contig_63051', 44077]
['contig_83916', 44075]
['contig_41123', 44073]
['contig_8015', 44072]
['contig_17097', 44070]
['contig_120168', 44069]
['contig_67638', 44067]
['contig_59383', 44063]
['contig_58920', 44060]
['contig_81884', 44059]
['contig_63325', 44053]
['contig_91830', 44052]
['contig_102228', 44051]
['contig_78662', 44046]
['contig_66726', 44040]
['contig_7503', 44040]
['contig_87706', 44039]
['contig_126045', 44038]
['contig_78931', 44031]
['contig_99012', 44030]
['contig_89389', 44029]
['contig_73699', 44028]
['contig_59169', 44027]
['contig_6855', 44023]
['contig_59393', 44014]
['contig_60451', 44012]
['contig_86165', 44012]
['contig_42111', 44009]
['contig_124246', 43994]
['contig_112310', 43993]
['contig_121901', 43992]
['contig_65525', 43984]
['contig_126538', 43982]
['contig_19779', 43980]
['contig_84655', 43976]
['contig_81012', 43972]
['contig_96831', 43969]
['contig_75817', 43966]
['contig_28466', 43964]
['contig_77004', 43961]
['contig_71818', 43958]
['contig_75359', 43957]
['contig_116123', 43953]
['contig_63794', 43952]
['contig_77046', 43948]
['contig_46659', 43947]
['contig_123029', 43944]
['contig_67505', 43938]
['contig_77617', 43929]
['contig_126837', 43928]
['contig_91865', 43927]
['contig_119931', 43926]
['contig_110395', 43919]
['contig_74088', 43919]
['contig_103729', 43915]
['contig_87976', 43915]
['contig_68326', 43909]
['contig_76619', 43901]
['contig_81874', 43901]
['contig_84719', 43901]
['contig_9983', 43901]
['contig_67180', 43899]
['contig_107524', 43896]
['contig_60412', 43896]
['contig_98112', 43896]
['contig_84785', 43892]
['contig_127781', 43880]
['contig_103983', 43879]
['contig_47085', 43878]
['contig_58513', 43872]
['contig_97469', 43872]
['contig_137290', 43870]
['contig_68747', 43870]
['contig_134087', 43868]
['contig_113735', 43866]
['contig_87504', 43863]
['contig_121650', 43861]
['contig_115053', 43855]
['contig_58358', 43849]
['contig_95211', 43847]
['contig_124265', 43846]
['contig_34168', 43844]
['contig_117615', 43843]
['contig_89661', 43838]
['contig_139478', 43836]
['contig_136324', 43835]
['contig_138943', 43834]
['contig_107642', 43832]
['contig_76578', 43832]
['contig_69210', 43827]
['contig_83731', 43827]
['contig_83694', 43826]
['contig_108112', 43822]
['contig_127388', 43822]
['contig_124867', 43812]
['contig_51422', 43807]
['contig_67540', 43805]
['contig_97559', 43805]
['contig_58536', 43799]
['contig_113226', 43793]
['contig_95359', 43784]
['contig_34462', 43776]
['contig_6971', 43776]
['contig_65767', 43774]
['contig_14884', 43773]
['contig_65918', 43763]
['contig_130524', 43758]
['contig_98905', 43750]
['contig_125538', 43744]
['contig_47274', 43742]
['contig_69251', 43739]
['contig_2250', 43737]
['contig_94638', 43734]
['contig_82914', 43732]
['contig_109558', 43731]
['contig_110227', 43730]
['contig_96441', 43726]
['contig_92678', 43721]
['contig_63549', 43720]
['contig_133250', 43719]
['contig_69493', 43712]
['contig_89926', 43711]
['contig_134174', 43709]
['contig_140837', 43707]
['contig_82070', 43707]
['contig_79199', 43702]
['contig_48621', 43699]
['contig_65977', 43697]
['contig_63139', 43695]
['contig_117716', 43693]
['contig_79030', 43693]
['contig_73791', 43688]
['contig_106567', 43687]
['contig_71667', 43686]
['contig_82824', 43684]
['contig_71422', 43681]
['contig_137357', 43679]
['contig_54931', 43675]
['contig_66538', 43670]
['contig_68415', 43668]
['contig_94033', 43662]
['contig_109643', 43659]
['contig_78630', 43656]
['contig_110951', 43649]
['contig_36869', 43645]
['contig_93132', 43644]
['contig_33912', 43639]
['contig_103293', 43634]
['contig_22189', 43632]
['contig_50338', 43631]
['contig_82308', 43631]
['contig_130948', 43630]
['contig_58921', 43629]
['contig_136226', 43614]
['contig_95971', 43613]
['contig_107423', 43607]
['contig_54699', 43605]
['contig_121508', 43600]
['contig_99677', 43599]
['contig_97085', 43593]
['contig_62639', 43592]
['contig_124965', 43586]
['contig_112234', 43582]
['contig_103307', 43581]
['contig_95156', 43578]
['contig_59078', 43575]
['contig_44416', 43562]
['contig_77770', 43561]
['contig_40926', 43554]
['contig_32536', 43553]
['contig_77383', 43549]
['contig_109374', 43547]
['contig_110914', 43547]
['contig_68651', 43537]
['contig_75702', 43536]
['contig_89916', 43533]
['contig_136232', 43531]
['contig_77514', 43530]
['contig_107780', 43527]
['contig_106491', 43520]
['contig_56054', 43515]
['contig_105119', 43508]
['contig_76092', 43507]
['contig_100354', 43500]
['contig_39953', 43499]
['contig_84561', 43499]
['contig_68131', 43498]
['contig_115723', 43494]
['contig_17482', 43492]
['contig_88071', 43491]
['contig_105045', 43489]
['contig_8829', 43486]
['contig_30552', 43483]
['contig_108266', 43482]
['contig_88351', 43481]
['contig_19930', 43478]
['contig_36144', 43474]
['contig_105833', 43469]
['contig_14692', 43464]
['contig_92865', 43464]
['contig_99552', 43454]
['contig_116070', 43453]
['contig_104632', 43448]
['contig_87934', 43440]
['contig_106353', 43433]
['contig_100603', 43432]
['contig_69595', 43426]
['contig_71600', 43422]
['contig_65446', 43418]
['contig_66645', 43416]
['contig_134027', 43414]
['contig_102849', 43413]
['contig_32204', 43413]
['contig_104023', 43412]
['contig_132420', 43407]
['contig_68115', 43404]
['contig_74358', 43401]
['contig_104572', 43396]
['contig_68365', 43388]
['contig_7749', 43381]
['contig_71342', 43380]
['contig_67894', 43378]
['contig_138186', 43377]
['contig_78298', 43374]
['contig_70065', 43372]
['contig_69263', 43370]
['contig_127335', 43366]
['contig_64521', 43366]
['contig_122882', 43364]
['contig_132509', 43364]
['contig_66509', 43359]
['contig_113712', 43358]
['contig_66330', 43349]
['contig_20502', 43343]
['contig_66658', 43337]
['contig_106667', 43335]
['contig_84793', 43332]
['contig_100934', 43329]
['contig_68661', 43322]
['contig_103254', 43321]
['contig_10458', 43319]
['contig_16399', 43314]
['contig_80046', 43314]
['contig_105867', 43311]
['contig_60788', 43308]
['contig_74266', 43306]
['contig_80696', 43306]
['contig_104264', 43301]
['contig_71993', 43291]
['contig_128080', 43288]
['contig_28309', 43288]
['contig_67223', 43288]
['contig_53472', 43286]
['contig_34026', 43279]
['contig_92514', 43277]
['contig_69657', 43276]
['contig_75551', 43271]
['contig_137278', 43258]
['contig_22118', 43257]
['contig_25559', 43254]
['contig_8363', 43253]
['contig_74672', 43246]
['contig_136566', 43245]
['contig_137352', 43245]
['contig_72211', 43243]
['contig_89614', 43242]
['contig_101350', 43240]
['contig_117786', 43233]
['contig_73710', 43233]
['contig_45093', 43230]
['contig_93455', 43227]
['contig_104281', 43224]
['contig_61109', 43220]
['contig_80760', 43217]
['contig_133312', 43216]
['contig_101447', 43214]
['contig_97145', 43207]
['contig_115037', 43203]
['contig_85733', 43193]
['contig_44403', 43190]
['contig_32459', 43188]
['contig_91546', 43188]
['contig_68400', 43187]
['contig_73510', 43183]
['contig_91394', 43180]
['contig_96885', 43176]
['contig_108962', 43174]
['contig_114597', 43174]
['contig_133553', 43168]
['contig_63057', 43168]
['contig_26358', 43166]
['contig_46162', 43166]
['contig_83763', 43157]
['contig_139800', 43156]
['contig_85598', 43156]
['contig_97792', 43146]
['contig_92422', 43143]
['contig_62672', 43142]
['contig_139270', 43135]
['contig_66353', 43135]
['contig_8131', 43135]
['contig_42389', 43133]
['contig_97246', 43131]
['contig_14112', 43125]
['contig_60561', 43123]
['contig_76270', 43119]
['contig_72896', 43112]
['contig_62469', 43111]
['contig_65027', 43109]
['contig_73993', 43104]
['contig_93338', 43104]
['contig_97871', 43096]
['contig_64290', 43094]
['contig_11626', 43092]
['contig_129928', 43091]
['contig_66475', 43090]
['contig_77530', 43086]
['contig_86654', 43086]
['contig_91259', 43086]
['contig_134934', 43085]
['contig_62468', 43085]
['contig_79404', 43084]
['contig_133100', 43077]
['contig_103426', 43073]
['contig_117936', 43070]
['contig_32454', 43066]
['contig_92266', 43066]
['contig_56540', 43064]
['contig_66745', 43059]
['contig_106240', 43055]
['contig_73617', 43055]
['contig_105233', 43040]
['contig_90974', 43039]
['contig_75306', 43033]
['contig_59430', 43027]
['contig_127946', 43021]
['contig_111736', 43018]
['contig_9560', 43017]
['contig_98108', 43017]
['contig_99996', 43016]
['contig_86346', 43012]
['contig_22302', 43010]
['contig_42526', 43010]
['contig_4733', 43009]
['contig_86733', 43008]
['contig_79371', 42995]
['contig_66667', 42988]
['contig_93985', 42985]
['contig_108257', 42977]
['contig_53622', 42977]
['contig_69059', 42958]
['contig_125456', 42955]
['contig_33751', 42955]
['contig_19571', 42954]
['contig_57117', 42951]
['contig_81186', 42949]
['contig_67327', 42947]
['contig_104921', 42946]
['contig_115790', 42945]
['contig_65629', 42941]
['contig_79630', 42937]
['contig_76149', 42935]
['contig_110633', 42927]
['contig_111574', 42926]
['contig_136402', 42924]
['contig_138213', 42921]
['contig_80722', 42919]
['contig_140371', 42915]
['contig_115617', 42914]
['contig_101854', 42913]
['contig_137501', 42908]
['contig_66649', 42905]
['contig_111726', 42904]
['contig_137373', 42899]
['contig_34349', 42882]
['contig_89541', 42882]
['contig_108368', 42878]
['contig_54785', 42877]
['contig_96900', 42870]
['contig_50804', 42869]
['contig_1682', 42859]
['contig_58937', 42853]
['contig_28785', 42848]
['contig_80317', 42844]
['contig_18459', 42840]
['contig_88560', 42834]
['contig_123621', 42832]
['contig_93336', 42826]
['contig_65117', 42825]
['contig_84759', 42823]
['contig_22491', 42821]
['contig_81650', 42821]
['contig_84372', 42813]
['contig_58707', 42808]
['contig_58971', 42805]
['contig_83435', 42805]
['contig_73776', 42801]
['contig_66980', 42794]
['contig_71517', 42794]
['contig_108011', 42793]
['contig_69967', 42789]
['contig_140403', 42782]
['contig_99526', 42782]
['contig_2956', 42776]
['contig_102163', 42773]
['contig_25982', 42772]
['contig_78733', 42771]
['contig_140149', 42761]
['contig_73387', 42758]
['contig_23056', 42755]
['contig_68606', 42754]
['contig_36427', 42753]
['contig_79795', 42748]
['contig_136206', 42744]
['contig_115342', 42743]
['contig_96729', 42742]
['contig_67070', 42738]
['contig_138230', 42737]
['contig_76566', 42735]
['contig_78412', 42734]
['contig_120067', 42730]
['contig_101900', 42727]
['contig_115967', 42726]
['contig_16261', 42724]
['contig_137918', 42721]
['contig_72302', 42708]
['contig_72482', 42708]
['contig_98105', 42704]
['contig_107199', 42700]
['contig_109124', 42699]
['contig_132087', 42699]
['contig_42149', 42698]
['contig_135011', 42695]
['contig_70400', 42693]
['contig_94985', 42689]
['contig_121520', 42688]
['contig_16687', 42688]
['contig_33024', 42688]
['contig_46862', 42682]
['contig_106161', 42680]
['contig_62929', 42675]
['contig_140468', 42668]
['contig_73042', 42667]
['contig_87863', 42666]
['contig_131058', 42661]
['contig_138864', 42659]
['contig_117201', 42657]
['contig_36925', 42657]
['contig_16904', 42654]
['contig_70816', 42653]
['contig_77394', 42650]
['contig_24391', 42649]
['contig_114212', 42646]
['contig_47543', 42646]
['contig_76768', 42644]
['contig_111659', 42638]
['contig_110029', 42635]
['contig_132999', 42630]
['contig_69315', 42622]
['contig_61399', 42617]
['contig_91578', 42616]
['contig_134686', 42613]
['contig_66453', 42608]
['contig_123976', 42604]
['contig_69018', 42604]
['contig_69593', 42603]
['contig_66666', 42602]
['contig_112203', 42598]
['contig_64241', 42594]
['contig_89191', 42580]
['contig_134766', 42577]
['contig_121911', 42576]
['contig_23304', 42575]
['contig_97896', 42574]
